item_id,movie_title_raw,release_date,video_release_date,imdb_url,unknown,action,adventure,animation,children,comedy,crime,documentary,drama,fantasy,film_noir,horror,musical,mystery,romance,sci_fi,thriller,war,western,movie_title,release_year,rating_count,average_rating,rating_std,first_rated_time,last_rated_time,genre_count,decade_group,genre_list,genre_string,popularity_group,bayesian_average_rating,is_cold_start_item,is_popular_item,is_long_tail_item
315,Apt Pupil (1998),1998-10-23,,http://us.imdb.com/Title?Apt+Pupil+(1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Apt Pupil,1998.0,160,4.1,0.8556,1998-01-03 02:17:16,1998-04-22 22:52:37,2,1990年代,"['drama', 'thriller']","drama, thriller",热门,4.0367,0,1,0
316,As Good As It Gets (1997),1997-12-23,,http://us.imdb.com/Title?As+Good+As+It+Gets+(1997),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,As Good As It Gets,1997.0,112,4.1964,0.8036,1998-02-18 20:17:14,1998-04-22 23:03:28,2,1990年代,"['comedy', 'drama']","comedy, drama",热门,4.0954,0,1,0
317,In the Name of the Father (1993),1993-01-01,,http://us.imdb.com/M/title-exact?In%20the%20Name%20of%20the%20Father%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,In the Name of the Father,1993.0,102,3.9118,0.8572,1997-09-20 21:34:17,1998-04-22 23:08:21,1,1990年代,['drama'],drama,热门,3.8492,0,1,0
318,Schindler's List (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Schindler's%20List%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Schindler's List,1993.0,298,4.4664,0.8291,1997-09-20 17:52:28,1998-04-22 17:13:11,2,1990年代,"['drama', 'war']","drama, war",热门,4.4075,0,1,0
319,Everyone Says I Love You (1996),1996-12-06,,http://us.imdb.com/M/title-exact?Everyone%20Says%20I%20Love%20You%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Everyone Says I Love You,1996.0,168,3.2738,1.1198,1997-09-20 18:41:04,1998-04-22 02:50:44,3,1990年代,"['comedy', 'musical', 'romance']","comedy, musical, romance",热门,3.301,0,1,0
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),1996-12-06,,http://us.imdb.com/M/title-exact?Paradise%20Lost%3a%20The%20Child%20Murders%20at%20Robin%20Hood%20Hills%20(1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Paradise Lost: The Child Murders at Robin Hood Hills,1996.0,20,4.05,1.3169,1997-09-22 18:07:38,1998-03-13 10:02:44,1,1990年代,['documentary'],documentary,中等,3.7899,0,0,0
321,Mother (1996),1996-12-25,,http://us.imdb.com/M/title-exact?Mother%20(1996/I),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mother,1996.0,169,3.1302,1.0384,1997-09-22 17:56:12,1998-04-22 23:03:27,1,1990年代,['comedy'],comedy,热门,3.1725,0,1,0
322,Murder at 1600 (1997),1997-04-18,,http://us.imdb.com/M/title-exact?Murder%20at%201600%20(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Murder at 1600,1997.0,218,3.0872,0.9775,1997-09-20 16:54:09,1998-04-22 23:10:37,2,1990年代,"['mystery', 'thriller']","mystery, thriller",热门,3.1244,0,1,0
323,Dante's Peak (1997),1997-02-07,,http://us.imdb.com/M/title-exact?Dante's%20Peak%20(1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Dante's Peak,1997.0,240,2.9333,1.1033,1997-09-20 16:54:09,1998-04-22 22:25:03,2,1990年代,"['action', 'thriller']","action, thriller",热门,2.9792,0,1,0
324,Lost Highway (1997),1997-02-21,,http://us.imdb.com/Title?Lost+Highway+(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lost Highway,1997.0,125,3.136,1.3035,1997-09-20 20:13:39,1998-04-17 01:17:04,1,1990年代,['mystery'],mystery,热门,3.1903,0,1,0
325,Crash (1996),1997-03-21,,http://us.imdb.com/M/title-exact?Crash%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Crash,1996.0,128,2.5469,1.2972,1997-09-20 20:13:39,1998-04-22 23:05:46,2,1990年代,"['drama', 'thriller']","drama, thriller",热门,2.6797,0,1,0
326,G.I. Jane (1997),1997-01-01,,http://us.imdb.com/M/title-exact?G%2EI%2E+Jane+(1997),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,G.I. Jane,1997.0,175,3.36,1.1555,1997-09-22 17:54:49,1998-04-22 03:00:41,3,1990年代,"['action', 'drama', 'war']","action, drama, war",热门,3.3774,0,1,0
327,Cop Land (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Cop+Land+(1997),0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Cop Land,1997.0,175,3.3771,1.0751,1997-09-21 04:19:53,1998-04-22 23:04:20,3,1990年代,"['crime', 'drama', 'mystery']","crime, drama, mystery",热门,3.3928,0,1,0
328,Conspiracy Theory (1997),1997-08-08,,http://us.imdb.com/M/title-exact?Conspiracy+Theory+(1997),0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,Conspiracy Theory,1997.0,295,3.4237,1.0169,1997-09-20 20:12:46,1998-04-22 23:10:38,4,1990年代,"['action', 'mystery', 'romance', 'thriller']","action, mystery, romance, thriller",热门,3.4304,0,1,0
329,Desperate Measures (1998),1998-01-30,,http://us.imdb.com/Title?Desperate+Measures+(1998),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Desperate Measures,1998.0,45,3.3333,1.0,1997-09-21 04:20:49,1998-04-19 03:57:30,3,1990年代,"['crime', 'drama', 'thriller']","crime, drama, thriller",中等,3.3938,0,0,0
330,187 (1997),1997-01-01,,http://us.imdb.com/M/title-exact?187+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,187,1997.0,41,3.0244,1.1723,1997-09-22 17:57:20,1998-04-18 03:49:32,1,1990年代,['drama'],drama,中等,3.1901,0,0,0
331,"Edge, The (1997)",1997-09-26,,http://us.imdb.com/M/title-exact?Edge%2C+The+(1997/I),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Edge, The",1997.0,113,3.5398,0.9358,1997-10-01 17:58:22,1998-04-22 22:22:08,2,1990年代,"['adventure', 'thriller']","adventure, thriller",热门,3.5383,0,1,0
332,Kiss the Girls (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Kiss+the+Girls+(1997),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Kiss the Girls,1997.0,143,3.4615,0.9551,1997-09-28 15:07:17,1998-04-22 22:26:37,3,1990年代,"['crime', 'drama', 'thriller']","crime, drama, thriller",热门,3.4699,0,1,0
333,"Game, The (1997)",1997-01-01,,http://us.imdb.com/M/title-exact?Game%2C+The+(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Game, The",1997.0,251,3.5936,1.0403,1997-09-28 06:10:21,1998-04-22 23:10:38,2,1990年代,"['mystery', 'thriller']","mystery, thriller",热门,3.5889,0,1,0
334,U Turn (1997),1997-01-01,,http://us.imdb.com/Title?U+Turn+(1997),0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,U Turn,1997.0,64,3.3594,1.1597,1997-10-09 13:07:48,1998-04-18 03:46:11,3,1990年代,"['action', 'crime', 'mystery']","action, crime, mystery",热门,3.4,0,1,0
335,How to Be a Player (1997),1997-01-01,,http://us.imdb.com/M/title-exact?How+to+Be+a+Player+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,How to Be a Player,1997.0,21,2.7619,1.136,1997-09-29 00:14:26,1998-04-02 06:35:18,1,1990年代,['comedy'],comedy,中等,3.1365,0,0,0
336,Playing God (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Playing+God+(1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Playing God,1997.0,43,2.6279,1.2154,1997-10-28 22:34:16,1998-04-16 09:27:26,2,1990年代,"['crime', 'thriller']","crime, thriller",中等,2.9142,0,0,0
337,"House of Yes, The (1997)",1997-01-01,,"http://us.imdb.com/M/title-exact?House+of+Yes,+The+(1997)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"House of Yes, The",1997.0,18,3.0,1.2834,1997-11-08 04:01:49,1998-04-02 19:09:37,3,1990年代,"['comedy', 'drama', 'thriller']","comedy, drama, thriller",中等,3.2789,0,0,0
338,Bean (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Bean+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bean,1997.0,91,2.6593,1.1853,1997-11-12 19:11:13,1998-04-22 23:06:13,1,1990年代,['comedy'],comedy,热门,2.8162,0,1,0
339,Mad City (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Mad+City+(1997),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mad City,1997.0,47,3.2553,1.1125,1997-11-17 05:17:28,1998-04-22 03:03:45,2,1990年代,"['action', 'drama']","action, drama",中等,3.3373,0,0,0
340,Boogie Nights (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Boogie+Nights+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Boogie Nights,1997.0,189,3.5873,1.1756,1997-11-12 19:59:04,1998-04-22 23:04:20,1,1990年代,['drama'],drama,热门,3.5818,0,1,0
341,Critical Care (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Critical+Care+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Critical Care,1997.0,11,3.0909,1.5783,1997-11-12 19:10:25,1998-04-11 22:20:06,1,1990年代,['comedy'],comedy,中等,3.3741,0,0,0
342,"Man Who Knew Too Little, The (1997)",1997-01-01,,http://us.imdb.com/M/title-exact?Man+Who+Knew+Too+Little%2C+The+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Man Who Knew Too Little, The",1997.0,52,2.9231,1.2021,1997-12-02 15:23:19,1998-04-19 03:57:55,2,1990年代,"['comedy', 'mystery']","comedy, mystery",中等,3.0916,0,0,0
343,Alien: Resurrection (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Alien%3A+Resurrection+(1997),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Alien: Resurrection,1997.0,124,3.0968,1.1506,1997-12-02 04:35:10,1998-04-18 22:25:30,3,1990年代,"['action', 'horror', 'sci_fi']","action, horror, sci_fi",热门,3.1569,0,1,0
344,"Apostle, The (1997)",1997-12-18,,http://us.imdb.com/M/title-exact?imdb-title-118632,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Apostle, The",1997.0,55,3.6545,1.1258,1998-01-02 16:11:08,1998-04-22 22:28:58,1,1990年代,['drama'],drama,热门,3.6213,0,1,0
345,Deconstructing Harry (1997),1997-01-01,,http://us.imdb.com/M/title-exact?imdb-title-118954,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Deconstructing Harry,1997.0,65,3.4,1.1832,1997-12-30 20:10:23,1998-04-22 03:05:32,2,1990年代,"['comedy', 'drama']","comedy, drama",热门,3.4306,0,1,0
346,Jackie Brown (1997),1997-01-01,,http://us.imdb.com/M/title-exact?imdb-title-119396,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Jackie Brown,1997.0,126,3.6429,1.0842,1997-12-26 01:22:48,1998-04-22 23:05:47,2,1990年代,"['crime', 'drama']","crime, drama",热门,3.6274,0,1,0
347,Wag the Dog (1997),1998-01-09,,http://us.imdb.com/M/title-exact?imdb-title-120885,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Wag the Dog,1997.0,137,3.5109,1.0718,1998-01-02 16:14:30,1998-04-22 23:03:28,2,1990年代,"['comedy', 'drama']","comedy, drama",热门,3.5133,0,1,0
348,Desperate Measures (1998),1998-01-30,,http://us.imdb.com/Title?Desperate+Measures+(1998),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Desperate Measures,1998.0,27,3.2963,0.9533,1997-12-27 19:15:48,1998-04-19 03:59:36,3,1990年代,"['crime', 'drama', 'thriller']","crime, drama, thriller",中等,3.3957,0,0,0
349,Hard Rain (1998),1998-01-16,,http://us.imdb.com/M/title-exact?imdb-title-120696,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Hard Rain,1998.0,31,2.9032,1.1359,1997-12-27 19:15:48,1998-04-18 03:50:00,2,1990年代,"['action', 'thriller']","action, thriller",中等,3.1489,0,0,0
350,Fallen (1998),1998-01-16,,http://us.imdb.com/Title?Fallen+(1998),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Fallen,1998.0,41,3.1463,1.2158,1997-12-27 19:15:02,1998-04-22 22:29:44,3,1990年代,"['action', 'mystery', 'thriller']","action, mystery, thriller",中等,3.2721,0,0,0
351,"Prophecy II, The (1998)",1998-01-16,,http://us.imdb.com/M/title-exact?imdb-title-119959,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Prophecy II, The",1998.0,20,2.7,1.1743,1997-12-27 19:15:02,1998-04-18 03:54:43,1,1990年代,['horror'],horror,中等,3.1149,0,0,0
352,Spice World (1997),1997-01-01,,http://us.imdb.com/M/title-exact?imdb-title-120185,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Spice World,1997.0,26,2.1154,1.5054,1997-12-27 19:15:48,1998-04-16 09:23:16,2,1990年代,"['comedy', 'musical']","comedy, musical",中等,2.7304,0,0,0
353,Deep Rising (1998),1998-01-30,,http://us.imdb.com/M/title-exact?imdb-title-118956,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Deep Rising,1998.0,14,2.4286,1.3986,1998-01-26 00:52:39,1998-04-18 03:55:06,3,1990年代,"['action', 'horror', 'sci_fi']","action, horror, sci_fi",中等,3.0764,0,0,0
354,"Wedding Singer, The (1998)",1998-02-13,,http://us.imdb.com/M/title-exact?Wedding+Singer%2C+The+(1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Wedding Singer, The",1998.0,72,3.4861,0.9785,1998-02-16 23:37:36,1998-04-22 23:10:37,2,1990年代,"['comedy', 'romance']","comedy, romance",热门,3.4956,0,1,0
355,Sphere (1998),1998-02-13,,http://us.imdb.com/M/title-exact?Sphere+(1998),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Sphere,1998.0,41,2.9268,1.0097,1998-02-16 03:57:31,1998-04-18 03:53:30,3,1990年代,"['adventure', 'sci_fi', 'thriller']","adventure, sci_fi, thriller",中等,3.1245,0,0,0
356,"Client, The (1994)",1994-01-01,,"http://us.imdb.com/M/title-exact?Client,%20The%20(1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"Client, The",1994.0,97,3.3814,0.8832,1997-09-20 21:31:41,1998-04-22 02:43:39,3,1990年代,"['drama', 'mystery', 'thriller']","drama, mystery, thriller",热门,3.4068,0,1,0
357,One Flew Over the Cuckoo's Nest (1975),1975-01-01,,http://us.imdb.com/M/title-exact?One%20Flew%20Over%20the%20Cuckoo's%20Nest%20(1975),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,One Flew Over the Cuckoo's Nest,1975.0,264,4.2917,0.8422,1997-09-20 03:18:05,1998-04-22 02:54:05,1,1970年代,['drama'],drama,热门,4.238,0,1,0
358,Spawn (1997),1997-08-01,,http://us.imdb.com/M/title-exact?Spawn+(1997/I),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Spawn,1997.0,143,2.6154,1.1378,1997-09-20 20:13:39,1998-04-22 22:25:48,4,1990年代,"['action', 'adventure', 'sci_fi', 'thriller']","action, adventure, sci_fi, thriller",热门,2.7276,0,1,0
359,"Assignment, The (1997)",1997-01-01,,http://us.imdb.com/M/title-exact?Assignment%2C+The+(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Assignment, The",1997.0,18,3.5,1.3394,1997-10-18 01:15:59,1998-04-08 02:25:52,1,1990年代,['thriller'],thriller,中等,3.5157,0,0,0
360,Wonderland (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Wonderland+(1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Wonderland,1997.0,10,3.2,1.4757,1997-11-08 04:06:45,1998-04-08 02:25:52,1,1990年代,['documentary'],documentary,冷门,3.4199,0,0,1
361,Incognito (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Incognito+(1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Incognito,1997.0,10,3.5,1.7159,1997-11-17 04:35:40,1998-04-08 02:25:53,2,1990年代,"['crime', 'thriller']","crime, thriller",冷门,3.5199,0,0,1
362,Blues Brothers 2000 (1998),1998-02-06,,http://us.imdb.com/M/title-exact?Blues+Brothers+2000+(1998),0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Blues Brothers 2000,1998.0,28,2.8214,1.3623,1998-02-16 19:54:04,1998-04-22 23:10:37,3,1990年代,"['action', 'comedy', 'musical']","action, comedy, musical",中等,3.1166,0,0,0
363,Sudden Death (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Sudden%20Death%20(1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sudden Death,1995.0,47,2.7234,1.0363,1997-09-21 04:26:47,1998-04-17 03:45:10,1,1990年代,['action'],action,中等,2.9641,0,0,0
364,Ace Ventura: When Nature Calls (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Ace%20Ventura:%20When%20Nature%20Calls%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ace Ventura: When Nature Calls,1995.0,37,2.6757,1.1069,1997-09-20 21:46:16,1998-04-17 18:53:11,1,1990年代,['comedy'],comedy,中等,2.9754,0,0,0
365,Powder (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Powder%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Powder,1995.0,48,3.2083,1.1291,1997-09-20 04:37:14,1998-04-17 03:42:04,1,1990年代,['drama'],drama,中等,3.3029,0,0,0
366,Dangerous Minds (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Dangerous%20Minds%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Dangerous Minds,1995.0,47,3.3404,1.006,1997-09-21 18:57:35,1998-04-17 05:29:12,1,1990年代,['drama'],drama,中等,3.397,0,0,0
367,Clueless (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Clueless%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Clueless,1995.0,170,3.4588,0.9173,1997-09-20 20:05:57,1998-04-22 02:36:12,1,1990年代,['comedy'],comedy,热门,3.4663,0,1,0
368,Bio-Dome (1996),1996-01-01,,http://us.imdb.com/M/title-exact?Bio-Dome%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bio-Dome,1996.0,31,1.9032,1.1062,1997-09-30 16:04:17,1998-04-18 14:59:49,1,1990年代,['comedy'],comedy,中等,2.5411,0,0,0
369,Black Sheep (1996),1996-02-02,,http://us.imdb.com/M/title-exact?Black%20Sheep%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Sheep,1996.0,55,2.6364,1.2377,1997-09-20 21:49:02,1998-04-17 18:46:17,1,1990年代,['comedy'],comedy,热门,2.8747,0,1,0
370,Mary Reilly (1996),1996-02-23,,http://us.imdb.com/M/title-exact?Mary%20Reilly%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Mary Reilly,1996.0,39,2.8205,1.1669,1997-09-22 18:01:33,1998-04-06 22:48:00,2,1990年代,"['drama', 'thriller']","drama, thriller",中等,3.061,0,0,0
371,"Bridges of Madison County, The (1995)",1996-02-09,,"http://us.imdb.com/M/title-exact?Bridges%20of%20Madison%20County,%20The%20(1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Bridges of Madison County, The",1995.0,67,3.1642,1.298,1997-09-24 16:02:44,1998-04-20 04:39:27,2,1990年代,"['drama', 'romance']","drama, romance",热门,3.2483,0,1,0
372,Jeffrey (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Jeffrey%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Jeffrey,1995.0,34,3.5294,0.9919,1997-09-26 19:11:38,1998-04-18 14:54:50,1,1990年代,['comedy'],comedy,中等,3.5296,0,0,0
373,Judge Dredd (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Judge%20Dredd%20(1995),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Judge Dredd,1995.0,39,2.8974,0.9678,1997-09-20 18:05:56,1998-04-20 14:14:55,3,1990年代,"['action', 'adventure', 'sci_fi']","action, adventure, sci_fi",中等,3.1118,0,0,0
374,Mighty Morphin Power Rangers: The Movie (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Mighty%20Morphin%20Power%20Rangers:%20The%20Movie%20(1995),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mighty Morphin Power Rangers: The Movie,1995.0,11,2.2727,1.1909,1997-09-25 19:56:32,1998-04-20 14:38:29,2,1990年代,"['action', 'children']","action, children",中等,3.0838,0,0,0
375,Showgirls (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Showgirls%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Showgirls,1995.0,23,1.9565,1.1473,1997-09-20 21:35:39,1998-04-01 21:52:25,1,1990年代,['drama'],drama,中等,2.6883,0,0,0
376,Houseguest (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Houseguest%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Houseguest,1994.0,24,2.8333,0.7614,1997-09-22 19:35:03,1998-04-18 14:57:00,1,1990年代,['comedy'],comedy,中等,3.1499,0,0,0
377,Heavyweights (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Heavyweights%20(1994),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Heavyweights,1994.0,13,2.1538,1.0682,1997-09-26 15:41:43,1998-03-12 18:43:20,2,1990年代,"['children', 'comedy']","children, comedy",中等,2.9878,0,0,0
378,Miracle on 34th Street (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Miracle%20on%2034th%20Street%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Miracle on 34th Street,1994.0,101,3.7228,1.0874,1997-09-20 04:39:30,1998-04-22 17:28:57,1,1990年代,['drama'],drama,热门,3.6909,0,1,0
379,Tales From the Crypt Presents: Demon Knight (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Tales%20From%20the%20Crypt%20Presents:%20Demon%20Knight%20(1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Tales From the Crypt Presents: Demon Knight,1995.0,43,2.9767,1.2049,1997-09-20 21:59:05,1998-04-04 15:02:51,1,1990年代,['horror'],horror,中等,3.1523,0,0,0
380,Star Trek: Generations (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Star%20Trek:%20Generations%20(1994),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Star Trek: Generations,1994.0,116,3.3362,0.9505,1997-09-20 20:36:14,1998-04-20 13:54:02,3,1990年代,"['action', 'adventure', 'sci_fi']","action, adventure, sci_fi",热门,3.3647,0,1,0
381,Muriel's Wedding (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Muriel's%20Wedding%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Muriel's Wedding,1994.0,100,3.55,1.0188,1997-09-20 20:29:10,1998-04-22 20:39:11,2,1990年代,"['comedy', 'romance']","comedy, romance",热门,3.5466,0,1,0
382,"Adventures of Priscilla, Queen of the Desert, The (1994)",1994-01-01,,"http://us.imdb.com/M/title-exact?Adventures%20of%20Priscilla,%20Queen%20of%20the%20Desert,%20The%20(1994)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Adventures of Priscilla, Queen of the Desert, The",1994.0,111,3.5946,1.0303,1997-09-20 17:45:28,1998-04-17 18:10:23,2,1990年代,"['comedy', 'drama']","comedy, drama",热门,3.5847,0,1,0
383,"Flintstones, The (1994)",1994-01-01,,"http://us.imdb.com/M/title-exact?Flintstones,%20The%20(1994)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Flintstones, The",1994.0,31,2.0645,0.892,1997-09-21 08:37:30,1998-04-18 14:42:24,2,1990年代,"['children', 'comedy']","children, comedy",中等,2.6392,0,0,0
384,Naked Gun 33 1/3: The Final Insult (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Naked%20Gun%2033%201/3:%20The%20Final%20Insult%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Naked Gun 33 1/3: The Final Insult,1994.0,69,2.7826,1.0127,1997-09-20 21:49:49,1998-04-20 14:00:38,1,1990年代,['comedy'],comedy,热门,2.9505,0,1,0
385,True Lies (1994),1994-01-01,,http://us.imdb.com/M/title-exact?True%20Lies%20(1994),0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True Lies,1994.0,208,3.5625,1.0749,1997-09-20 04:29:38,1998-04-22 02:45:03,4,1990年代,"['action', 'adventure', 'comedy', 'romance']","action, adventure, comedy, romance",热门,3.5596,0,1,0
386,Addams Family Values (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Addams%20Family%20Values%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Addams Family Values,1993.0,87,2.8161,0.9466,1997-09-20 20:56:41,1998-04-20 13:55:16,1,1990年代,['comedy'],comedy,热门,2.9495,0,1,0
387,"Age of Innocence, The (1993)",1993-01-01,,"http://us.imdb.com/M/title-exact?Age%20of%20Innocence,%20The%20(1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Age of Innocence, The",1993.0,65,3.3846,1.0108,1997-09-20 20:08:18,1998-04-20 04:45:04,1,1990年代,['drama'],drama,热门,3.4188,0,1,0
388,Beverly Hills Cop III (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Beverly%20Hills%20Cop%20III%20(1994),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverly Hills Cop III,1994.0,28,2.3929,0.994,1997-09-20 21:48:14,1998-04-17 18:54:30,2,1990年代,"['action', 'comedy']","action, comedy",中等,2.8666,0,0,0
389,Black Beauty (1994),1994-01-01,,http://us.imdb.com/Title?Black+Beauty+(1994/I),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Beauty,1994.0,27,3.4444,1.05,1997-09-20 22:11:09,1998-04-22 04:24:52,2,1990年代,"['adventure', 'children']","adventure, children",中等,3.4808,0,0,0
