电影编号,电影名称原始,上映日期,视频上映日期,链接,未知,动作,冒险,动画,儿童,喜剧,犯罪,纪录片,剧情,奇幻,黑色电影,恐怖,音乐,悬疑,爱情,科幻,惊悚,战争,西部,电影名称,上映年份,被评分次数,平均评分,评分标准差,类型数量
279,Once Upon a Time... When We Were Colored (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Once%20Upon%20a%20Time... When%20We%20Were%20Colored%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Once Upon a Time... When We Were Colored,1995.0,28,3.2857142857142856,1.117442279796701,1
280,Up Close and Personal (1996),1996-03-01,,http://us.imdb.com/M/title-exact?Up%20Close%20and%20Personal%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Up Close and Personal,1996.0,85,3.1882352941176473,1.0745333167191677,2
281,"River Wild, The (1994)",1994-01-01,,"http://us.imdb.com/M/title-exact?River%20Wild,%20The%20(1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"River Wild, The",1994.0,146,3.143835616438356,0.894347969211685,2
282,"Time to Kill, A (1996)",1996-07-13,,"http://us.imdb.com/M/title-exact?Time%20to%20Kill,%20A%20(1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Time to Kill, A",1996.0,232,3.685344827586207,0.953531082661093,1
283,Emma (1996),1996-08-02,,http://us.imdb.com/M/title-exact?Emma%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Emma,1996.0,177,3.7175141242937855,0.9824473910697841,2
284,Tin Cup (1996),1996-08-16,,http://us.imdb.com/M/title-exact?Tin%20Cup%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Tin Cup,1996.0,193,3.160621761658031,1.0358690126647112,2
285,Secrets & Lies (1996),1996-10-04,,http://us.imdb.com/M/title-exact?Secrets%20&%20Lies%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Secrets & Lies,1996.0,162,4.265432098765432,0.8690196509549587,1
286,"English Patient, The (1996)",1996-11-15,,"http://us.imdb.com/M/title-exact?English%20Patient,%20The%20(1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,"English Patient, The",1996.0,481,3.656964656964657,1.1694008155881659,3
287,Marvin's Room (1996),1996-12-18,,http://us.imdb.com/M/title-exact?Marvin's%20Room%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Marvin's Room,1996.0,78,3.58974358974359,0.9036132007207601,1
288,Scream (1996),1996-12-20,,http://us.imdb.com/M/title-exact?Scream%20(1996),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Scream,1996.0,478,3.4414225941422596,1.1139103621182211,2
289,Evita (1996),1996-12-25,,http://us.imdb.com/M/title-exact?Evita%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Evita,1996.0,259,2.9806949806949805,1.2340509250725367,2
290,Fierce Creatures (1997),1997-01-10,,http://us.imdb.com/M/title-exact?Fierce%20Creatures%20(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Fierce Creatures,1997.0,96,3.1145833333333335,0.9388659639403347,1
291,Absolute Power (1997),1997-02-14,,http://us.imdb.com/M/title-exact?Absolute%20Power%20(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Absolute Power,1997.0,127,3.37007874015748,0.9495458363544557,2
292,Rosewood (1997),1997-02-21,,http://us.imdb.com/M/title-exact?Rosewood%20(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rosewood,1997.0,114,3.6666666666666665,0.9836420194455291,1
293,Donnie Brasco (1997),1997-02-28,,http://us.imdb.com/M/title-exact?Donnie%20Brasco%20(1997),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Donnie Brasco,1997.0,147,3.802721088435374,0.8162682860593107,2
294,Liar Liar (1997),1997-03-21,,http://us.imdb.com/Title?Liar+Liar+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Liar Liar,1997.0,485,3.156701030927835,1.09854404175367,1
295,Breakdown (1997),1997-05-02,,http://us.imdb.com/M/title-exact?Breakdown%20%281997%29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Breakdown,1997.0,77,3.4025974025974026,1.003411814756616,2
296,"Promesse, La (1996)",1997-05-16,,http://us.imdb.com/M/title-exact?Promesse%2C%20La%20%281996%29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Promesse, La",1996.0,6,3.3333333333333335,0.816496580927726,1
297,Ulee's Gold (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Ulee%27s+Gold+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ulee's Gold,1997.0,50,3.96,0.7273098320775917,1
298,Face/Off (1997),1997-06-27,,http://us.imdb.com/M/title-exact?Face/Off+(1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Face/Off,1997.0,194,3.768041237113402,0.9618684743878753,3
299,Hoodlum (1997),1997-08-22,,http://us.imdb.com/M/title-exact?Hoodlum+(1997),0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,Hoodlum,1997.0,73,2.9315068493150687,1.194068292334233,3
300,Air Force One (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Air+Force+One+(1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Air Force One,1997.0,431,3.6310904872389793,0.9980718474755464,2
301,In & Out (1997),1997-09-19,,http://us.imdb.com/Title?In+%26+Out+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,In & Out,1997.0,230,3.3043478260869565,1.0992169745283795,1
302,L.A. Confidential (1997),1997-01-01,,http://us.imdb.com/M/title-exact?L%2EA%2E+Confidential+(1997),0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,L.A. Confidential,1997.0,297,4.161616161616162,0.8547214344736717,4
303,Ulee's Gold (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Ulee%27s+Gold+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ulee's Gold,1997.0,134,3.6865671641791047,0.9688215494626322,1
304,Fly Away Home (1996),1996-09-13,,http://us.imdb.com/M/title-exact?Fly%20Away%20Home%20(1996),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fly Away Home,1996.0,149,3.5369127516778525,0.9481382178639008,2
305,"Ice Storm, The (1997)",1997-01-01,,http://us.imdb.com/M/title-exact?Ice+Storm%2C+The+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Ice Storm, The",1997.0,87,3.6436781609195403,1.011296790037803,1
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",1997-01-01,,http://us.imdb.com/M/title-exact?Her+Majesty%2C+Mrs%2E+Brown+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Mrs. Brown (Her Majesty, Mrs. Brown)",1997.0,96,3.9479166666666665,0.9218949782253902,2
307,"Devil's Advocate, The (1997)",1997-01-01,,"http://us.imdb.com/M/title-exact?Devil's+Advocate,+The+(1997)",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,"Devil's Advocate, The",1997.0,188,3.515957446808511,0.9782449844064833,4
308,FairyTale: A True Story (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Fairytale:+A+True+Story+(1997),0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,FairyTale: A True Story,1997.0,30,2.966666666666667,1.2726115785600325,3
309,Deceiver (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Liar+(1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Deceiver,1997.0,28,2.857142857142857,1.3530291315000689,1
310,"Rainmaker, The (1997)",1997-01-01,,"http://us.imdb.com/M/title-exact?Rainmaker,+The+(1997)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Rainmaker, The",1997.0,145,3.6,0.8850612031567836,1
311,"Wings of the Dove, The (1997)",1997-01-01,,http://us.imdb.com/M/title-exact?Wings+of+the+Dove%2C+The+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"Wings of the Dove, The",1997.0,75,3.68,0.9028483455902964,3
312,Midnight in the Garden of Good and Evil (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Midnight+in+the+Garden+of+Good+and+Evil+(1997),0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,Midnight in the Garden of Good and Evil,1997.0,80,3.1625,1.095950544019532,4
313,Titanic (1997),1997-01-01,,http://us.imdb.com/M/title-exact?imdb-title-120338,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Titanic,1997.0,350,4.2457142857142856,0.9468218160621696,3
314,3 Ninjas: High Noon At Mega Mountain (1998),1997-01-01,,http://us.imdb.com/M/title-exact?imdb-title-118539,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3 Ninjas: High Noon At Mega Mountain,1998.0,5,1.0,0.0,2
315,Apt Pupil (1998),1998-10-23,,http://us.imdb.com/Title?Apt+Pupil+(1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Apt Pupil,1998.0,160,4.1,0.8556140904041456,2
316,As Good As It Gets (1997),1997-12-23,,http://us.imdb.com/Title?As+Good+As+It+Gets+(1997),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,As Good As It Gets,1997.0,112,4.196428571428571,0.8035875159264829,2
317,In the Name of the Father (1993),1993-01-01,,http://us.imdb.com/M/title-exact?In%20the%20Name%20of%20the%20Father%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,In the Name of the Father,1993.0,102,3.911764705882353,0.8571532572794459,1
318,Schindler's List (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Schindler's%20List%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Schindler's List,1993.0,298,4.466442953020135,0.8291093544584514,2
319,Everyone Says I Love You (1996),1996-12-06,,http://us.imdb.com/M/title-exact?Everyone%20Says%20I%20Love%20You%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Everyone Says I Love You,1996.0,168,3.2738095238095237,1.1197860197236944,3
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),1996-12-06,,http://us.imdb.com/M/title-exact?Paradise%20Lost%3a%20The%20Child%20Murders%20at%20Robin%20Hood%20Hills%20(1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Paradise Lost: The Child Murders at Robin Hood Hills,1996.0,20,4.05,1.3168942730211068,1
321,Mother (1996),1996-12-25,,http://us.imdb.com/M/title-exact?Mother%20(1996/I),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mother,1996.0,169,3.1301775147928996,1.038359783374482,1
322,Murder at 1600 (1997),1997-04-18,,http://us.imdb.com/M/title-exact?Murder%20at%201600%20(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Murder at 1600,1997.0,218,3.0871559633027523,0.9774980681613678,2
323,Dante's Peak (1997),1997-02-07,,http://us.imdb.com/M/title-exact?Dante's%20Peak%20(1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Dante's Peak,1997.0,240,2.933333333333333,1.1033106007509526,2
324,Lost Highway (1997),1997-02-21,,http://us.imdb.com/Title?Lost+Highway+(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lost Highway,1997.0,125,3.136,1.3034940637354466,1
325,Crash (1996),1997-03-21,,http://us.imdb.com/M/title-exact?Crash%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Crash,1996.0,128,2.546875,1.2972373734785803,2
326,G.I. Jane (1997),1997-01-01,,http://us.imdb.com/M/title-exact?G%2EI%2E+Jane+(1997),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,G.I. Jane,1997.0,175,3.36,1.1554966091655583,3
327,Cop Land (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Cop+Land+(1997),0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Cop Land,1997.0,175,3.3771428571428572,1.075079712170463,3
328,Conspiracy Theory (1997),1997-08-08,,http://us.imdb.com/M/title-exact?Conspiracy+Theory+(1997),0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,Conspiracy Theory,1997.0,295,3.4237288135593222,1.0169212879075786,4
329,Desperate Measures (1998),1998-01-30,,http://us.imdb.com/Title?Desperate+Measures+(1998),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Desperate Measures,1998.0,45,3.3333333333333335,1.0,3
330,187 (1997),1997-01-01,,http://us.imdb.com/M/title-exact?187+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,187,1997.0,41,3.024390243902439,1.1723439102509294,1
331,"Edge, The (1997)",1997-09-26,,http://us.imdb.com/M/title-exact?Edge%2C+The+(1997/I),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Edge, The",1997.0,113,3.5398230088495577,0.9357521633699708,2
332,Kiss the Girls (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Kiss+the+Girls+(1997),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Kiss the Girls,1997.0,143,3.4615384615384617,0.95511396539396,3
333,"Game, The (1997)",1997-01-01,,http://us.imdb.com/M/title-exact?Game%2C+The+(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Game, The",1997.0,251,3.593625498007968,1.0402880385678048,2
334,U Turn (1997),1997-01-01,,http://us.imdb.com/Title?U+Turn+(1997),0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,U Turn,1997.0,64,3.359375,1.159737073377013,3
335,How to Be a Player (1997),1997-01-01,,http://us.imdb.com/M/title-exact?How+to+Be+a+Player+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,How to Be a Player,1997.0,21,2.761904761904762,1.1359912809859898,1
336,Playing God (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Playing+God+(1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Playing God,1997.0,43,2.627906976744186,1.2154414407541594,2
337,"House of Yes, The (1997)",1997-01-01,,"http://us.imdb.com/M/title-exact?House+of+Yes,+The+(1997)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"House of Yes, The",1997.0,18,3.0,1.283377895839496,3
338,Bean (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Bean+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bean,1997.0,91,2.659340659340659,1.1852780285165185,1
339,Mad City (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Mad+City+(1997),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mad City,1997.0,47,3.25531914893617,1.1125389119991729,2
340,Boogie Nights (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Boogie+Nights+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Boogie Nights,1997.0,189,3.5873015873015874,1.1755703093300367,1
341,Critical Care (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Critical+Care+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Critical Care,1997.0,11,3.090909090909091,1.5782614139961386,1
342,"Man Who Knew Too Little, The (1997)",1997-01-01,,http://us.imdb.com/M/title-exact?Man+Who+Knew+Too+Little%2C+The+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Man Who Knew Too Little, The",1997.0,52,2.923076923076923,1.2020595699270031,2
343,Alien: Resurrection (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Alien%3A+Resurrection+(1997),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Alien: Resurrection,1997.0,124,3.096774193548387,1.1506050358819508,3
344,"Apostle, The (1997)",1997-12-18,,http://us.imdb.com/M/title-exact?imdb-title-118632,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Apostle, The",1997.0,55,3.6545454545454548,1.125761994091143,1
345,Deconstructing Harry (1997),1997-01-01,,http://us.imdb.com/M/title-exact?imdb-title-118954,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Deconstructing Harry,1997.0,65,3.4,1.183215956619923,2
346,Jackie Brown (1997),1997-01-01,,http://us.imdb.com/M/title-exact?imdb-title-119396,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Jackie Brown,1997.0,126,3.642857142857143,1.0841718366700783,2
347,Wag the Dog (1997),1998-01-09,,http://us.imdb.com/M/title-exact?imdb-title-120885,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Wag the Dog,1997.0,137,3.510948905109489,1.0718098240083003,2
348,Desperate Measures (1998),1998-01-30,,http://us.imdb.com/Title?Desperate+Measures+(1998),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Desperate Measures,1998.0,27,3.2962962962962963,0.9533267586887031,3
349,Hard Rain (1998),1998-01-16,,http://us.imdb.com/M/title-exact?imdb-title-120696,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Hard Rain,1998.0,31,2.903225806451613,1.1359236684941296,2
350,Fallen (1998),1998-01-16,,http://us.imdb.com/Title?Fallen+(1998),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Fallen,1998.0,41,3.1463414634146343,1.2157502952859216,3
351,"Prophecy II, The (1998)",1998-01-16,,http://us.imdb.com/M/title-exact?imdb-title-119959,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Prophecy II, The",1998.0,20,2.7,1.1742858972247996,1
352,Spice World (1997),1997-01-01,,http://us.imdb.com/M/title-exact?imdb-title-120185,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Spice World,1997.0,26,2.1153846153846154,1.5053749852292104,2
353,Deep Rising (1998),1998-01-30,,http://us.imdb.com/M/title-exact?imdb-title-118956,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Deep Rising,1998.0,14,2.4285714285714284,1.3985864135061359,3
354,"Wedding Singer, The (1998)",1998-02-13,,http://us.imdb.com/M/title-exact?Wedding+Singer%2C+The+(1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Wedding Singer, The",1998.0,72,3.486111111111111,0.9785452778077643,2
355,Sphere (1998),1998-02-13,,http://us.imdb.com/M/title-exact?Sphere+(1998),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Sphere,1998.0,41,2.926829268292683,1.0097089655549027,3
356,"Client, The (1994)",1994-01-01,,"http://us.imdb.com/M/title-exact?Client,%20The%20(1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"Client, The",1994.0,97,3.381443298969072,0.883214995639418,3
357,One Flew Over the Cuckoo's Nest (1975),1975-01-01,,http://us.imdb.com/M/title-exact?One%20Flew%20Over%20the%20Cuckoo's%20Nest%20(1975),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,One Flew Over the Cuckoo's Nest,1975.0,264,4.291666666666667,0.8421899451284959,1
358,Spawn (1997),1997-08-01,,http://us.imdb.com/M/title-exact?Spawn+(1997/I),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Spawn,1997.0,143,2.6153846153846154,1.1378449913185402,4
359,"Assignment, The (1997)",1997-01-01,,http://us.imdb.com/M/title-exact?Assignment%2C+The+(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Assignment, The",1997.0,18,3.5,1.3394467690277294,1
360,Wonderland (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Wonderland+(1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Wonderland,1997.0,10,3.2,1.4757295747452437,1
361,Incognito (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Incognito+(1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Incognito,1997.0,10,3.5,1.7159383568311668,2
362,Blues Brothers 2000 (1998),1998-02-06,,http://us.imdb.com/M/title-exact?Blues+Brothers+2000+(1998),0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Blues Brothers 2000,1998.0,28,2.8214285714285716,1.3622848842368125,3
363,Sudden Death (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Sudden%20Death%20(1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sudden Death,1995.0,47,2.723404255319149,1.0363423905333031,1
364,Ace Ventura: When Nature Calls (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Ace%20Ventura:%20When%20Nature%20Calls%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ace Ventura: When Nature Calls,1995.0,37,2.675675675675676,1.1068989227681203,1
365,Powder (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Powder%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Powder,1995.0,48,3.2083333333333335,1.1290804643759722,1
366,Dangerous Minds (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Dangerous%20Minds%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Dangerous Minds,1995.0,47,3.3404255319148937,1.0059949810722941,1
367,Clueless (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Clueless%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Clueless,1995.0,170,3.458823529411765,0.9173274944028821,1
368,Bio-Dome (1996),1996-01-01,,http://us.imdb.com/M/title-exact?Bio-Dome%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bio-Dome,1996.0,31,1.903225806451613,1.106189818240294,1
369,Black Sheep (1996),1996-02-02,,http://us.imdb.com/M/title-exact?Black%20Sheep%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Sheep,1996.0,55,2.6363636363636362,1.2377344351622974,1
370,Mary Reilly (1996),1996-02-23,,http://us.imdb.com/M/title-exact?Mary%20Reilly%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Mary Reilly,1996.0,39,2.8205128205128207,1.1669076288657099,2
371,"Bridges of Madison County, The (1995)",1996-02-09,,"http://us.imdb.com/M/title-exact?Bridges%20of%20Madison%20County,%20The%20(1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Bridges of Madison County, The",1995.0,67,3.1641791044776117,1.297982291112483,2
372,Jeffrey (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Jeffrey%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Jeffrey,1995.0,34,3.5294117647058822,0.9919461775980273,1
373,Judge Dredd (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Judge%20Dredd%20(1995),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Judge Dredd,1995.0,39,2.8974358974358974,0.9677666039547419,3
374,Mighty Morphin Power Rangers: The Movie (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Mighty%20Morphin%20Power%20Rangers:%20The%20Movie%20(1995),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mighty Morphin Power Rangers: The Movie,1995.0,11,2.272727272727273,1.1908743922772955,2
375,Showgirls (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Showgirls%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Showgirls,1995.0,23,1.9565217391304348,1.1472600113299678,1
376,Houseguest (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Houseguest%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Houseguest,1994.0,24,2.8333333333333335,0.7613869876268811,1
377,Heavyweights (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Heavyweights%20(1994),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Heavyweights,1994.0,13,2.1538461538461537,1.0681880176381127,2
378,Miracle on 34th Street (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Miracle%20on%2034th%20Street%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Miracle on 34th Street,1994.0,101,3.722772277227723,1.087371251056309,1
379,Tales From the Crypt Presents: Demon Knight (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Tales%20From%20the%20Crypt%20Presents:%20Demon%20Knight%20(1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Tales From the Crypt Presents: Demon Knight,1995.0,43,2.9767441860465116,1.204917940162282,1
380,Star Trek: Generations (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Star%20Trek:%20Generations%20(1994),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Star Trek: Generations,1994.0,116,3.336206896551724,0.9504595274620208,3
381,Muriel's Wedding (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Muriel's%20Wedding%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Muriel's Wedding,1994.0,100,3.55,1.0187633620614691,2
382,"Adventures of Priscilla, Queen of the Desert, The (1994)",1994-01-01,,"http://us.imdb.com/M/title-exact?Adventures%20of%20Priscilla,%20Queen%20of%20the%20Desert,%20The%20(1994)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Adventures of Priscilla, Queen of the Desert, The",1994.0,111,3.5945945945945947,1.030254852657856,2
383,"Flintstones, The (1994)",1994-01-01,,"http://us.imdb.com/M/title-exact?Flintstones,%20The%20(1994)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Flintstones, The",1994.0,31,2.064516129032258,0.892019576428221,2
384,Naked Gun 33 1/3: The Final Insult (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Naked%20Gun%2033%201/3:%20The%20Final%20Insult%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Naked Gun 33 1/3: The Final Insult,1994.0,69,2.782608695652174,1.01270698998789,1
385,True Lies (1994),1994-01-01,,http://us.imdb.com/M/title-exact?True%20Lies%20(1994),0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True Lies,1994.0,208,3.5625,1.0749396118304158,4
386,Addams Family Values (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Addams%20Family%20Values%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Addams Family Values,1993.0,87,2.8160919540229883,0.9465818019195209,1
387,"Age of Innocence, The (1993)",1993-01-01,,"http://us.imdb.com/M/title-exact?Age%20of%20Innocence,%20The%20(1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Age of Innocence, The",1993.0,65,3.3846153846153846,1.0107594250782996,1
