item_id,movie_title_raw,release_date,video_release_date,imdb_url,unknown,action,adventure,animation,children,comedy,crime,documentary,drama,fantasy,film_noir,horror,musical,mystery,romance,sci_fi,thriller,war,western,movie_title,release_year,rating_count,average_rating,rating_std,first_rated_time,last_rated_time,genre_count,decade_group,genre_list,genre_string,popularity_group,bayesian_average_rating
228,Star Trek: The Wrath of Khan (1982),1982-01-01,,http://us.imdb.com/M/title-exact?Star%20Trek:%20The%20Wrath%20of%20Khan%20(1982),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Star Trek: The Wrath of Khan,1982.0,244,3.8155737704918034,0.9616104882752858,1997-09-20 04:37:41,1998-04-21 00:31:52,3,1980s,"['action', 'adventure', 'sci_fi']","action, adventure, sci_fi",Popular,3.7939287878787877
229,Star Trek III: The Search for Spock (1984),1984-01-01,,http://us.imdb.com/M/title-exact?Star%20Trek%20III:%20The%20Search%20for%20Spock%20(1984),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Star Trek III: The Search for Spock,1984.0,171,3.111111111111111,0.9606642582054691,1997-09-20 20:26:02,1998-04-20 05:01:11,3,1980s,"['action', 'adventure', 'sci_fi']","action, adventure, sci_fi",Popular,3.154959162303665
230,Star Trek IV: The Voyage Home (1986),1986-01-01,,http://us.imdb.com/M/title-exact?Star%20Trek%20IV:%20The%20Voyage%20Home%20(1986),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Star Trek IV: The Voyage Home,1986.0,199,3.4472361809045227,1.0327857295338543,1997-09-20 04:41:07,1998-04-21 00:31:52,3,1980s,"['action', 'adventure', 'sci_fi']","action, adventure, sci_fi",Popular,3.454781735159817
231,Batman Returns (1992),1992-01-01,,http://us.imdb.com/M/title-exact?Batman%20Returns%20(1992),0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Batman Returns,1992.0,142,2.683098591549296,0.9847757300206572,1997-09-20 18:00:24,1998-04-20 05:03:42,4,1990s,"['action', 'adventure', 'comedy', 'crime']","action, adventure, comedy, crime",Popular,2.787637037037037
232,Young Guns (1988),1988-01-01,,http://us.imdb.com/M/title-exact?Young%20Guns%20(1988),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Young Guns,1988.0,101,3.207920792079208,0.8867562425285578,1997-09-20 21:48:14,1998-04-22 02:52:29,3,1980s,"['action', 'comedy', 'western']","action, comedy, western",Popular,3.2611338842975206
233,Under Siege (1992),1992-01-01,,http://us.imdb.com/M/title-exact?Under%20Siege%20(1992),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Under Siege,1992.0,124,3.2903225806451615,0.99408162093435,1997-09-20 18:01:19,1998-04-20 05:01:11,1,1990s,['action'],action,Popular,3.3235916666666667
234,Jaws (1975),1975-01-01,,http://us.imdb.com/M/title-exact?Jaws%20(1975),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Jaws,1975.0,280,3.775,0.9852405415588535,1997-09-20 04:32:15,1998-04-22 17:16:41,2,1970s,"['action', 'horror']","action, horror",Popular,3.7586573333333333
235,Mars Attacks! (1996),1996-12-13,,http://us.imdb.com/M/title-exact?Mars%20Attacks!%20(1996),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Mars Attacks!,1996.0,217,2.847926267281106,1.1666300923240815,1997-09-20 17:02:36,1998-04-19 13:46:45,4,1990s,"['action', 'comedy', 'sci_fi', 'war']","action, comedy, sci_fi, war",Popular,2.9054734177215193
236,Citizen Ruth (1996),1996-12-13,,http://us.imdb.com/M/title-exact?Citizen%20Ruth%20(1996),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Citizen Ruth,1996.0,45,3.6222222222222222,1.0721450226041946,1997-09-21 09:28:48,1998-04-20 04:55:49,2,1990s,"['comedy', 'drama']","comedy, drama",Medium,3.593803076923077
237,Jerry Maguire (1996),1996-12-13,,http://us.imdb.com/M/title-exact?Jerry%20Maguire%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Jerry Maguire,1996.0,384,3.7109375,0.9379078747201884,1997-09-20 17:03:58,1998-04-20 04:38:46,2,1990s,"['drama', 'romance']","drama, romance",Popular,3.7019732673267325
238,Raising Arizona (1987),1987-01-01,,http://us.imdb.com/M/title-exact?Raising%20Arizona%20(1987),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Raising Arizona,1987.0,256,3.875,1.0136325667578747,1997-09-20 04:36:46,1998-04-22 17:21:23,1,1980s,['comedy'],comedy,Popular,3.849989855072464
239,Sneakers (1992),1992-01-01,,http://us.imdb.com/M/title-exact?Sneakers%20(1992),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Sneakers,1992.0,150,3.513333333333333,0.8954520935826585,1997-09-20 17:57:54,1998-04-22 02:38:50,3,1990s,"['crime', 'drama', 'sci_fi']","crime, drama, sci_fi",Popular,3.515277647058823
240,Beavis and Butt-head Do America (1996),1996-12-20,,http://us.imdb.com/M/title-exact?Beavis%20and%20Butt-head%20Do%20America%20(1996),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Beavis and Butt-head Do America,1996.0,156,2.7884615384615383,1.2598495321555099,1997-09-20 20:18:33,1998-04-17 19:11:37,2,1990s,"['animation', 'comedy']","animation, comedy",Popular,2.8727113636363635
241,"Last of the Mohicans, The (1992)",1992-01-01,,"http://us.imdb.com/M/title-exact?Last%20of%20the%20Mohicans,%20The%20(1992)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Last of the Mohicans, The",1992.0,128,3.546875,1.0563596306615182,1997-09-20 21:53:22,1998-04-22 17:25:47,3,1990s,"['action', 'romance', 'war']","action, romance, war",Popular,3.544575675675676
242,Kolya (1996),1997-01-24,,http://us.imdb.com/M/title-exact?Kolya%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Kolya,1996.0,117,3.9914529914529915,0.9956433243067839,1997-09-22 18:06:57,1998-04-12 13:48:55,1,1990s,['comedy'],comedy,Popular,3.9240671532846716
243,Jungle2Jungle (1997),1997-03-07,,http://us.imdb.com/M/title-exact?Jungle2Jungle%20(1997),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Jungle2Jungle,1997.0,132,2.4393939393939394,1.1541996054077013,1997-09-22 17:57:19,1998-04-19 04:03:28,2,1990s,"['children', 'comedy']","children, comedy",Popular,2.582876315789474
244,Smilla's Sense of Snow (1997),1997-03-14,,http://us.imdb.com/M/title-exact?Smilla%27s%20Sense%20of%20Snow%20(1997),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Smilla's Sense of Snow,1997.0,48,3.1666666666666665,1.0585685503955446,1997-09-21 01:38:47,1998-04-02 19:24:04,3,1990s,"['action', 'drama', 'thriller']","action, drama, thriller",Medium,3.273488235294118
245,"Devil's Own, The (1997)",1997-03-26,,http://us.imdb.com/M/title-exact?Devil%27s%20Own%2C%20The%20(1997),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,"Devil's Own, The",1997.0,240,3.1083333333333334,0.9835112006120864,1997-09-20 18:41:49,1998-04-22 22:22:08,4,1990s,"['action', 'drama', 'thriller', 'war']","action, drama, thriller, war",Popular,3.1407584615384616
246,Chasing Amy (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Chasing+Amy+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Chasing Amy,1997.0,124,3.935483870967742,1.018063964351011,1997-09-20 20:18:06,1998-04-22 16:54:08,2,1990s,"['drama', 'romance']","drama, romance",Popular,3.8791472222222225
247,Turbo: A Power Rangers Movie (1997),1997-03-28,,http://us.imdb.com/M/title-exact?Turbo%3A%20A%20Power%20Rangers%20Movie%20%281997%29,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Turbo: A Power Rangers Movie,1997.0,5,1.8,1.788854381999832,1997-09-26 02:40:19,1998-04-13 01:04:20,3,1990s,"['action', 'adventure', 'children']","action, adventure, children",Cold,3.183888
248,Grosse Pointe Blank (1997),1997-04-11,,http://us.imdb.com/M/title-exact?Grosse%20Pointe%20Blank%20%281997%29,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Grosse Pointe Blank,1997.0,160,3.675,0.9420304579193807,1997-09-22 18:42:49,1998-04-22 23:10:03,2,1990s,"['comedy', 'crime']","comedy, crime",Popular,3.6588733333333328
249,Austin Powers: International Man of Mystery (1997),1997-05-02,,http://us.imdb.com/M/title-exact?Austin%20Powers%3A%20International%20Man%20of%20Mystery%20%281997%29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin Powers: International Man of Mystery,1997.0,130,3.246153846153846,1.1348020929225378,1997-09-20 20:17:12,1998-04-15 17:23:31,1,1990s,['comedy'],comedy,Popular,3.2839813333333336
250,"Fifth Element, The (1997)",1997-05-09,,http://us.imdb.com/M/title-exact?Fifth%20Element%2C%20The%20%281997%29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Fifth Element, The",1997.0,197,3.4771573604060912,1.1092082304872934,1997-09-20 17:15:31,1998-04-20 14:59:35,2,1990s,"['action', 'sci_fi']","action, sci_fi",Popular,3.4820147465437783
251,Shall We Dance? (1996),1997-07-11,,http://us.imdb.com/M/title-exact?Shall%20we%20DANSU%3F%20%281996%29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Shall We Dance?,1996.0,46,4.260869565217392,0.9985496729133518,1997-09-24 03:30:43,1998-04-22 02:50:05,1,1990s,['comedy'],comedy,Medium,4.039351515151516
252,"Lost World: Jurassic Park, The (1997)",1997-05-23,,http://us.imdb.com/M/title-exact?Lost%20World%3A%20Jurassic%20Park%2C%20The%20%281997%29,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"Lost World: Jurassic Park, The",1997.0,158,2.9430379746835444,1.0481629114763593,1997-09-20 18:40:32,1998-04-20 15:04:49,4,1990s,"['action', 'adventure', 'sci_fi', 'thriller']","action, adventure, sci_fi, thriller",Popular,3.008973033707865
253,"Pillow Book, The (1995)",1997-06-13,,http://us.imdb.com/M/title-exact?Pillow%20Book%2C%20The%20%281995%29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Pillow Book, The",1995.0,26,3.6923076923076925,1.3789628209413267,1997-09-22 22:06:10,1998-04-22 16:55:50,2,1990s,"['drama', 'romance']","drama, romance",Medium,3.6216782608695652
254,Batman & Robin (1997),1997-06-20,,http://us.imdb.com/M/title-exact?Batman+%26+Robin+(1997),0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Batman & Robin,1997.0,62,2.4516129032258065,1.0815504862266057,1997-09-20 18:43:57,1998-04-20 15:12:46,3,1990s,"['action', 'adventure', 'crime']","action, adventure, crime",Popular,2.7146
255,My Best Friend's Wedding (1997),1997-06-20,,http://us.imdb.com/M/title-exact?My+Best+Friend%27s+Wedding+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,My Best Friend's Wedding,1997.0,172,3.36046511627907,1.091303107509651,1997-09-20 03:05:10,1998-04-22 20:39:11,2,1990s,"['comedy', 'romance']","comedy, romance",Popular,3.378110416666667
256,When the Cats Away (Chacun cherche son chat) (1996),1997-06-20,,http://us.imdb.com/M/title-exact?Chacun+cherche+son+chat+(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,When the Cats Away (Chacun cherche son chat),1996.0,16,3.5625,1.0935416468216166,1997-09-21 07:38:06,1998-04-04 12:25:13,2,1990s,"['comedy', 'romance']","comedy, romance",Medium,3.544366666666667
257,Men in Black (1997),1997-07-04,,http://us.imdb.com/M/title-exact?Men+in+Black+(1997),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Men in Black,1997.0,303,3.745874587458746,0.923268637828177,1997-09-20 17:13:34,1998-04-20 14:57:12,4,1990s,"['action', 'adventure', 'comedy', 'sci_fi']","action, adventure, comedy, sci_fi",Popular,3.73249907120743
258,Contact (1997),1997-07-11,,http://us.imdb.com/Title?Contact+(1997/I),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Contact,1997.0,509,3.8035363457760316,0.9944270246912174,1997-09-20 20:12:17,1998-04-22 22:09:38,2,1990s,"['drama', 'sci_fi']","drama, sci_fi",Popular,3.7931894139886575
259,George of the Jungle (1997),1997-01-01,,http://us.imdb.com/M/title-exact?George+of+the+Jungle+(1997),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,George of the Jungle,1997.0,162,2.685185185185185,1.1392065573899561,1997-09-21 07:46:00,1998-04-22 22:20:42,2,1990s,"['children', 'comedy']","children, comedy",Popular,2.7780065934065936
260,Event Horizon (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Event+Horizon+(1997),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Event Horizon,1997.0,127,2.574803149606299,1.2118442264566638,1997-09-20 20:13:59,1998-04-22 14:39:29,4,1990s,"['action', 'mystery', 'sci_fi', 'thriller']","action, mystery, sci_fi, thriller",Popular,2.7047428571428567
261,Air Bud (1997),1997-08-01,,http://us.imdb.com/M/title-exact?Air+Bud+(1997),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Air Bud,1997.0,43,2.558139534883721,1.3327795084565501,1997-09-22 17:56:46,1998-04-18 03:50:38,2,1990s,"['children', 'comedy']","children, comedy",Medium,2.8666222222222224
262,In the Company of Men (1997),1997-08-01,,http://us.imdb.com/M/title-exact?In+the+Company+of+Men+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,In the Company of Men,1997.0,66,3.712121212121212,1.1336143899411233,1997-09-21 09:20:03,1998-04-18 03:44:29,1,1990s,['drama'],drama,Popular,3.6697348837209303
263,Steel (1997),1997-08-15,,http://us.imdb.com/M/title-exact?Steel+(1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steel,1997.0,19,2.1578947368421053,1.5004872502970807,1997-09-22 17:57:20,1998-04-01 16:31:08,1,1990s,['action'],action,Medium,2.861466666666667
264,Mimic (1997),1997-08-22,,http://us.imdb.com/M/title-exact?Mimic+(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Mimic,1997.0,101,2.742574257425743,0.9127263045024469,1997-09-21 07:51:36,1998-04-22 22:26:37,2,1990s,"['sci_fi', 'thriller']","sci_fi, thriller",Popular,2.872704132231405
265,"Hunt for Red October, The (1990)",1990-01-01,,http://us.imdb.com/M/title-exact?Hunt+for+Red+October%2C+The+(1990),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Hunt for Red October, The",1990.0,227,3.8634361233480177,0.8893831008655713,1997-09-20 21:54:43,1998-04-22 02:56:36,2,1990s,"['action', 'thriller']","action, thriller",Popular,3.8364259109311742
266,Kull the Conqueror (1997),1997-08-29,,http://us.imdb.com/M/title-exact?Kull+the+Conqueror+(1997),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kull the Conqueror,1997.0,35,2.7142857142857144,1.4052721857228891,1997-09-28 10:14:00,1998-04-18 03:52:16,2,1990s,"['action', 'adventure']","action, adventure",Medium,3.0108581818181817
267,unknown,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,,9,3.4444444444444446,1.130388330520878,1997-09-28 01:12:19,1997-10-02 14:07:19,1,Unknown Decade,['unknown'],unknown,Cold,3.5033517241379313
268,Chasing Amy (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Chasing+Amy+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Chasing Amy,1997.0,255,3.792156862745098,1.0684898345226819,1997-09-28 10:04:45,1998-04-22 23:04:21,2,1990s,"['drama', 'romance']","drama, romance",Popular,3.773080727272727
269,"Full Monty, The (1997)",1997-01-01,,http://us.imdb.com/M/title-exact?Full+Monty%2C+The+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full Monty, The",1997.0,315,3.926984126984127,0.9465334589538921,1997-10-01 12:09:06,1998-04-22 22:04:24,1,1990s,['comedy'],comedy,Popular,3.903275223880597
270,Gattaca (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Gattaca+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Gattaca,1997.0,136,3.5955882352941178,0.9457795254050392,1997-10-27 20:38:54,1998-04-22 22:10:49,3,1990s,"['drama', 'sci_fi', 'thriller']","drama, sci_fi, thriller",Popular,3.5871615384615385
271,Starship Troopers (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Starship+Troopers+(1997),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Starship Troopers,1997.0,211,3.2322274881516586,1.1743708611129962,1997-11-12 02:46:03,1998-04-22 22:29:43,4,1990s,"['action', 'adventure', 'sci_fi', 'war']","action, adventure, sci_fi, war",Popular,3.257996536796537
272,Good Will Hunting (1997),1997-01-01,,http://us.imdb.com/M/title-exact?imdb-title-119217,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Good Will Hunting,1997.0,198,4.262626262626263,0.8258004403156702,1997-12-24 09:23:07,1998-04-22 23:10:38,1,1990s,['drama'],drama,Popular,4.1954
273,Heat (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Heat%20(1995),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Heat,1995.0,223,3.569506726457399,1.0060014636044874,1997-09-20 20:15:17,1998-04-17 03:14:25,3,1990s,"['action', 'crime', 'thriller']","action, crime, thriller",Popular,3.566243621399177
274,Sabrina (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Sabrina%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Sabrina,1995.0,190,3.5,0.9636241116594316,1997-09-20 17:13:00,1998-04-22 17:05:35,2,1990s,"['comedy', 'romance']","comedy, romance",Popular,3.5028438095238092
275,Sense and Sensibility (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Sense%20and%20Sensibility%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Sense and Sensibility,1995.0,268,4.0111940298507465,0.9014478946565372,1997-09-20 16:56:15,1998-04-22 16:56:34,2,1990s,"['drama', 'romance']","drama, romance",Popular,3.977768055555556
276,Leaving Las Vegas (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Leaving%20Las%20Vegas%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Leaving Las Vegas,1995.0,298,3.697986577181208,1.1703675671529274,1997-09-20 17:07:42,1998-04-22 16:58:20,2,1990s,"['drama', 'romance']","drama, romance",Popular,3.6874125786163523
277,Restoration (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Restoration%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Restoration,1995.0,71,3.464788732394366,1.0800924023367229,1997-09-20 17:03:13,1998-04-22 02:36:12,1,1990s,['drama'],drama,Popular,3.4790901098901097
278,Bed of Roses (1996),1996-01-01,,http://us.imdb.com/M/title-exact?Bed%20of%20Roses%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Bed of Roses,1996.0,60,3.2333333333333334,1.1551897146513026,1997-09-26 11:21:11,1998-04-15 17:12:03,2,1990s,"['drama', 'romance']","drama, romance",Popular,3.3074649999999997
279,Once Upon a Time... When We Were Colored (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Once%20Upon%20a%20Time... When%20We%20Were%20Colored%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Once Upon a Time... When We Were Colored,1995.0,28,3.2857142857142856,1.117442279796701,1997-09-27 00:34:22,1998-04-11 22:33:00,1,1990s,['drama'],drama,Medium,3.3874416666666667
280,Up Close and Personal (1996),1996-03-01,,http://us.imdb.com/M/title-exact?Up%20Close%20and%20Personal%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Up Close and Personal,1996.0,85,3.1882352941176473,1.074533316719168,1997-09-29 17:35:23,1998-04-20 04:40:08,2,1990s,"['drama', 'romance']","drama, romance",Popular,3.253306666666667
281,"River Wild, The (1994)",1994-01-01,,"http://us.imdb.com/M/title-exact?River%20Wild,%20The%20(1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"River Wild, The",1994.0,146,3.143835616438356,0.8943479692116856,1997-09-20 20:24:25,1998-04-22 17:06:06,2,1990s,"['action', 'thriller']","action, thriller",Popular,3.190344578313253
282,"Time to Kill, A (1996)",1996-07-13,,"http://us.imdb.com/M/title-exact?Time%20to%20Kill,%20A%20(1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Time to Kill, A",1996.0,232,3.685344827586207,0.9535310826610928,1997-09-20 17:05:36,1998-04-22 02:56:36,1,1990s,['drama'],drama,Popular,3.6730047619047617
283,Emma (1996),1996-08-02,,http://us.imdb.com/M/title-exact?Emma%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Emma,1996.0,177,3.7175141242937855,0.9824473910697838,1997-09-20 19:42:55,1998-04-22 16:58:20,2,1990s,"['drama', 'romance']","drama, romance",Popular,3.6984629441624373
284,Tin Cup (1996),1996-08-16,,http://us.imdb.com/M/title-exact?Tin%20Cup%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Tin Cup,1996.0,193,3.160621761658031,1.0358690126647114,1997-09-20 04:05:38,1998-04-21 07:02:24,2,1990s,"['comedy', 'romance']","comedy, romance",Popular,3.1952920187793428
285,Secrets & Lies (1996),1996-10-04,,http://us.imdb.com/M/title-exact?Secrets%20&%20Lies%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Secrets & Lies,1996.0,162,4.265432098765432,0.8690196509549586,1997-09-21 09:22:26,1998-04-15 19:22:33,1,1990s,['drama'],drama,Popular,4.1846
286,"English Patient, The (1996)",1996-11-15,,"http://us.imdb.com/M/title-exact?English%20Patient,%20The%20(1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,"English Patient, The",1996.0,481,3.656964656964657,1.1694008155881657,1997-09-20 03:05:27,1998-04-22 22:09:37,3,1990s,"['drama', 'romance', 'war']","drama, romance, war",Popular,3.6518906187624753
287,Marvin's Room (1996),1996-12-18,,http://us.imdb.com/M/title-exact?Marvin's%20Room%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Marvin's Room,1996.0,78,3.58974358974359,0.9036132007207601,1997-09-20 17:11:05,1998-04-19 04:09:26,1,1990s,['drama'],drama,Popular,3.577522448979592
288,Scream (1996),1996-12-20,,http://us.imdb.com/M/title-exact?Scream%20(1996),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Scream,1996.0,478,3.4414225941422596,1.1139103621182214,1997-09-20 03:08:25,1998-04-22 23:04:21,2,1990s,"['horror', 'thriller']","horror, thriller",Popular,3.4449742971887547
289,Evita (1996),1996-12-25,,http://us.imdb.com/M/title-exact?Evita%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Evita,1996.0,259,2.9806949806949805,1.234050925072537,1997-09-21 04:23:09,1998-04-22 23:04:20,2,1990s,"['drama', 'musical']","drama, musical",Popular,3.0200616487455196
290,Fierce Creatures (1997),1997-01-10,,http://us.imdb.com/M/title-exact?Fierce%20Creatures%20(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Fierce Creatures,1997.0,96,3.1145833333333335,0.9388659639403347,1997-09-20 04:07:10,1998-04-17 18:39:35,1,1990s,['comedy'],comedy,Popular,3.1861827586206894
291,Absolute Power (1997),1997-02-14,,http://us.imdb.com/M/title-exact?Absolute%20Power%20(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Absolute Power,1997.0,127,3.37007874015748,0.9495458363544557,1997-09-20 21:32:49,1998-04-21 19:56:16,2,1990s,"['mystery', 'thriller']","mystery, thriller",Popular,3.3918176870748296
292,Rosewood (1997),1997-02-21,,http://us.imdb.com/M/title-exact?Rosewood%20(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rosewood,1997.0,114,3.6666666666666665,0.9836420194455293,1997-09-20 18:41:04,1998-04-18 03:45:41,1,1990s,['drama'],drama,Popular,3.64624776119403
293,Donnie Brasco (1997),1997-02-28,,http://us.imdb.com/M/title-exact?Donnie%20Brasco%20(1997),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Donnie Brasco,1997.0,147,3.802721088435374,0.8162682860593106,1997-09-20 20:18:06,1998-04-22 02:43:39,2,1990s,"['crime', 'drama']","crime, drama",Popular,3.7700431137724553
294,Liar Liar (1997),1997-03-21,,http://us.imdb.com/Title?Liar+Liar+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Liar Liar,1997.0,485,3.156701030927835,1.0985440417536707,1997-09-20 20:12:46,1998-04-22 23:05:46,1,1990s,['comedy'],comedy,Popular,3.1714796039603956
295,Breakdown (1997),1997-05-02,,http://us.imdb.com/M/title-exact?Breakdown%20%281997%29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Breakdown,1997.0,77,3.4025974025974026,1.0034118147566158,1997-09-20 04:06:10,1998-04-22 15:12:21,2,1990s,"['action', 'thriller']","action, thriller",Popular,3.4288371134020617
296,"Promesse, La (1996)",1997-05-16,,http://us.imdb.com/M/title-exact?Promesse%2C%20La%20%281996%29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Promesse, La",1996.0,6,3.3333333333333335,0.816496580927726,1997-11-05 05:56:05,1998-04-02 06:55:09,1,1990s,['drama'],drama,Cold,3.4845076923076927
297,Ulee's Gold (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Ulee%27s+Gold+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ulee's Gold,1997.0,50,3.96,0.7273098320775917,1997-09-26 13:27:42,1998-04-22 16:53:43,1,1990s,['drama'],drama,Medium,3.8371028571428574
298,Face/Off (1997),1997-06-27,,http://us.imdb.com/M/title-exact?Face/Off+(1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Face/Off,1997.0,194,3.768041237113402,0.9618684743878755,1997-09-20 03:05:54,1998-04-20 14:50:51,3,1990s,"['action', 'sci_fi', 'thriller']","action, sci_fi, thriller",Popular,3.745781308411215
299,Hoodlum (1997),1997-08-22,,http://us.imdb.com/M/title-exact?Hoodlum+(1997),0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,Hoodlum,1997.0,73,2.9315068493150687,1.1940682923342325,1997-09-22 17:55:31,1998-04-22 22:26:37,3,1990s,"['crime', 'drama', 'film_noir']","crime, drama, film_noir",Popular,3.0601849462365593
300,Air Force One (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Air+Force+One+(1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Air Force One,1997.0,431,3.6310904872389793,0.9980718474755463,1997-09-20 16:51:26,1998-04-22 23:10:38,2,1990s,"['action', 'thriller']","action, thriller",Popular,3.6266013303769404
