user_id,age,gender,occupation,zip_code,rating_count,average_rating,rating_std,first_rating_time,last_rating_time,active_span_days,age_group,activity_group
201,27,M,writer,E2A4H,386,3.0310880829015545,1.053906700083546,1998-01-06 18:16:38,1998-01-28 18:55:00,22,25-34,High Activity
202,41,F,educator,60201,20,2.8,1.2814465510343749,1997-11-17 00:25:42,1997-11-17 00:41:34,0,35-44,Low Activity
203,25,F,student,32301,43,3.4186046511627906,1.0518138106902781,1997-11-25 04:49:28,1997-11-25 05:15:40,0,25-34,Medium Activity
204,52,F,librarian,10960,42,3.4523809523809526,1.3471266794032575,1998-04-12 13:47:37,1998-04-14 00:33:30,1,45-54,Medium Activity
205,47,M,lawyer,06371,22,2.8636363636363638,1.0371873387954444,1998-02-24 01:37:25,1998-02-24 01:45:58,0,45-54,Low Activity
206,14,F,student,53115,64,2.171875,1.4644429841985156,1998-02-22 20:32:45,1998-02-22 20:43:47,0,Under 18,Medium Activity
207,39,M,marketing,92037,230,3.2304347826086954,0.8274413567044419,1997-09-29 03:29:46,1998-04-05 06:51:58,188,35-44,High Activity
208,43,M,engineer,01720,33,3.787878787878788,1.0234004518508306,1997-12-26 03:48:25,1997-12-26 04:01:35,0,35-44,Low Activity
209,33,F,educator,85710,33,3.1818181818181817,1.2362884335417408,1997-12-29 17:44:18,1997-12-31 17:33:46,1,25-34,Low Activity
210,39,M,engineer,03060,132,4.0606060606060606,0.8173460660691491,1998-02-17 15:41:06,1998-03-27 22:05:31,38,35-44,High Activity
211,66,M,salesman,32605,37,3.189189189189189,1.1263963639717456,1997-11-13 16:06:24,1997-11-13 22:51:38,0,55+,Low Activity
212,49,F,educator,61401,25,3.92,1.2884098726725126,1997-11-12 02:57:48,1997-11-12 03:07:31,0,45-54,Low Activity
213,33,M,executive,55345,126,4.23015873015873,0.8686789824803952,1997-11-07 02:37:06,1997-11-08 02:32:18,0,25-34,High Activity
214,26,F,librarian,11231,128,3.8984375,0.8308978518190312,1998-04-02 18:40:45,1998-04-15 19:24:09,13,25-34,High Activity
215,35,M,programmer,63033,93,3.774193548387097,0.8862357162406245,1998-04-01 12:42:43,1998-04-01 13:18:50,0,35-44,Medium Activity
216,22,M,engineer,02215,131,3.801526717557252,1.003224396466362,1997-11-22 21:02:27,1998-01-05 06:31:17,43,18-24,High Activity
217,22,M,other,11727,76,2.960526315789474,1.3802491511673702,1998-03-05 03:45:36,1998-03-05 03:58:27,0,18-24,Medium Activity
218,37,M,administrator,06513,53,3.6037735849056602,0.8166446982225369,1997-10-22 02:38:51,1997-12-05 02:23:40,43,35-44,Medium Activity
219,32,M,programmer,43212,28,3.7142857142857144,1.5836465855538944,1998-03-08 19:50:35,1998-04-08 12:46:51,30,25-34,Low Activity
220,30,M,librarian,78205,22,3.772727272727273,0.9223065383316715,1997-12-04 01:06:37,1997-12-04 01:29:26,0,25-34,Low Activity
221,19,M,student,20685,146,3.6164383561643834,0.89643180768478,1997-09-26 03:19:28,1998-01-17 23:55:39,113,18-24,High Activity
222,29,M,programmer,27502,387,3.049095607235142,1.191580114634367,1997-10-22 23:25:48,1998-01-03 08:34:01,72,25-34,High Activity
223,19,F,student,47906,105,3.0285714285714285,1.2968685869694478,1998-04-02 20:22:42,1998-04-02 21:02:32,0,18-24,Medium Activity
224,31,F,educator,43512,141,2.99290780141844,1.0986774770520966,1998-02-21 17:24:03,1998-02-21 23:43:09,0,25-34,High Activity
225,51,F,administrator,58202,27,4.518518518518518,0.8489980687832692,1997-11-14 20:23:47,1997-11-14 20:52:58,0,45-54,Low Activity
226,28,M,student,92103,50,3.8,0.9258200997725514,1998-01-04 04:36:40,1998-01-04 05:08:11,0,25-34,Medium Activity
227,46,M,executive,60659,58,3.4482758620689653,1.0624766464818975,1997-11-09 00:24:32,1997-12-07 18:14:21,28,45-54,Medium Activity
228,21,F,student,22003,21,3.142857142857143,1.4928400545843579,1998-03-08 19:59:32,1998-03-08 20:24:22,0,18-24,Low Activity
229,29,F,librarian,22903,30,2.7333333333333334,1.460593486680443,1998-04-03 19:32:28,1998-04-03 19:50:29,0,25-34,Low Activity
230,28,F,student,14476,133,3.8496240601503757,1.1381553430315516,1997-11-25 18:58:06,1997-11-25 19:24:16,0,25-34,High Activity
231,48,M,librarian,01080,21,3.6666666666666665,0.9128709291752769,1997-11-19 18:52:45,1998-02-27 18:47:54,99,45-54,Low Activity
232,45,M,scientist,99709,93,3.903225806451613,0.8976359789085638,1997-11-20 21:44:19,1998-04-03 00:58:48,133,45-54,Medium Activity
233,38,M,engineer,98682,110,4.345454545454546,0.794896146195231,1997-09-29 04:41:20,1998-04-07 03:47:22,189,35-44,Medium Activity
234,60,M,retired,94702,480,3.122916666666667,0.9203656311053621,1998-03-27 21:14:21,1998-04-17 15:29:07,20,55+,High Activity
235,37,M,educator,22973,94,3.978723404255319,0.8292855249019738,1998-03-11 22:13:39,1998-03-11 22:42:48,0,35-44,Medium Activity
236,44,F,writer,53214,124,3.475806451612903,1.1719187912527775,1998-03-17 06:22:57,1998-03-17 07:10:32,0,35-44,High Activity
237,49,M,administrator,63146,48,4.145833333333333,0.6838434352771335,1997-11-12 23:10:20,1997-11-12 23:19:33,0,45-54,Medium Activity
238,42,F,administrator,44124,29,3.2758620689655173,0.8407714027749384,1997-12-31 13:41:23,1997-12-31 13:59:59,0,35-44,Low Activity
239,39,M,artist,95628,159,4.213836477987422,1.2546863033948992,1998-03-06 10:01:52,1998-03-06 10:47:28,0,35-44,High Activity
240,23,F,educator,20784,24,3.75,1.3269776053940745,1998-01-26 00:45:36,1998-01-26 00:52:39,0,18-24,Low Activity
241,26,F,student,20001,23,3.4347826086956523,1.036869719024164,1998-02-12 02:11:22,1998-02-12 02:21:25,0,25-34,Low Activity
242,33,M,educator,31404,20,4.45,0.7591546545162486,1997-11-17 04:14:42,1997-11-17 04:35:40,0,25-34,Low Activity
243,33,M,educator,60201,81,3.6419753086419755,0.8262663307812541,1997-11-20 00:48:28,1997-11-20 01:26:57,0,25-34,Medium Activity
244,28,M,technician,80525,238,3.6512605042016806,1.0714055239871243,1997-11-27 03:38:24,1997-11-27 05:39:53,0,25-34,High Activity
245,22,M,student,55109,22,3.272727272727273,1.1204513623586057,1998-02-26 17:10:26,1998-02-26 17:24:20,0,18-24,Low Activity
246,19,M,student,28734,195,2.928205128205128,1.3218911628289676,1998-01-16 03:19:30,1998-01-16 04:33:38,0,18-24,High Activity
247,28,M,engineer,20770,26,3.923076923076923,0.8909804452658621,1998-04-20 14:09:41,1998-04-20 18:30:24,0,25-34,Low Activity
248,25,M,student,37235,56,3.5714285714285716,1.1886913026463235,1998-01-11 15:59:39,1998-01-11 16:30:06,0,25-34,Medium Activity
249,25,M,student,84103,161,4.105590062111801,0.8631518150943212,1997-11-15 05:23:58,1997-11-16 00:48:42,0,25-34,High Activity
250,29,M,executive,95110,122,3.7868852459016393,1.0619606706754772,1997-10-29 01:36:09,1997-12-27 22:57:19,59,25-34,High Activity
251,28,M,doctor,85032,77,3.792207792207792,0.9224917962502476,1998-01-31 18:31:12,1998-01-31 18:50:15,0,25-34,Medium Activity
252,42,M,engineer,07733,21,4.428571428571429,0.6761234037828133,1998-04-01 16:37:44,1998-04-01 19:04:50,0,35-44,Low Activity
253,26,F,librarian,22903,97,3.979381443298969,0.957202754593854,1998-04-03 18:21:04,1998-04-03 18:41:24,0,25-34,Medium Activity
254,44,M,educator,42647,159,3.050314465408805,1.0360510601412496,1998-02-03 01:47:45,1998-02-13 05:30:34,10,35-44,High Activity
255,23,M,entertainment,07029,83,2.5421686746987953,1.3187318818015774,1997-12-27 09:35:58,1997-12-27 10:04:32,0,18-24,Medium Activity
256,35,F,none,39042,207,3.9903381642512077,0.9450450144117873,1997-12-15 01:40:53,1997-12-15 05:55:28,0,35-44,High Activity
257,17,M,student,77005,57,4.035087719298246,0.962973673440426,1997-11-08 22:51:56,1998-02-09 23:22:36,93,Under 18,Medium Activity
258,19,F,student,77801,23,3.739130434782609,1.3888317950496063,1998-01-25 03:59:38,1998-01-25 04:04:59,0,18-24,Low Activity
259,21,M,student,48823,46,3.869565217391304,0.7777087616032085,1997-09-20 03:05:10,1998-03-01 02:57:30,161,18-24,Medium Activity
260,40,F,artist,89801,24,4.041666666666667,1.122077524511784,1998-03-23 01:56:38,1998-03-23 02:08:18,0,35-44,Low Activity
261,28,M,administrator,85202,27,4.111111111111111,0.8915558282417289,1998-03-21 04:20:45,1998-03-21 04:55:42,0,25-34,Low Activity
262,19,F,student,78264,160,3.16875,0.8258548077731416,1997-11-17 18:15:36,1997-11-19 18:02:50,1,18-24,High Activity
263,41,M,programmer,55346,123,4.048780487804878,0.9987997595194712,1998-03-30 22:27:22,1998-03-30 23:21:43,0,35-44,High Activity
264,36,F,writer,90064,120,4.216666666666667,1.0057259039308548,1998-01-30 00:50:56,1998-01-30 01:40:17,0,35-44,High Activity
265,26,M,executive,84601,46,3.5652173913043477,1.1284635358268433,1997-09-27 00:27:04,1997-09-27 00:38:34,0,25-34,Medium Activity
266,62,F,administrator,78756,23,3.260869565217391,1.0961665145715702,1998-04-11 01:04:22,1998-04-11 01:27:18,0,55+,Low Activity
267,23,M,engineer,83716,185,3.9351351351351354,0.8883962762167398,1997-11-08 06:21:54,1997-11-08 07:39:43,0,18-24,High Activity
268,24,M,engineer,19422,328,2.942073170731707,1.0975360090975403,1997-09-26 20:41:17,1997-10-10 21:22:37,14,18-24,High Activity
269,31,F,librarian,43201,323,3.0092879256965945,1.4064758569189857,1998-04-01 15:49:17,1998-04-14 15:29:27,12,25-34,High Activity
270,18,F,student,63119,138,4.333333333333333,0.9914476132553266,1997-10-15 22:15:44,1997-10-15 23:01:04,0,18-24,High Activity
271,51,M,engineer,22932,278,3.58273381294964,1.0046770091863229,1998-01-26 19:53:50,1998-01-29 20:36:49,3,45-54,High Activity
272,33,M,scientist,53706,51,4.333333333333333,0.886942313043338,1997-11-13 20:57:43,1997-11-13 21:07:34,0,25-34,Medium Activity
273,50,F,other,10016,22,3.6363636363636362,0.7267314002700914,1998-03-30 21:19:21,1998-03-30 21:28:24,0,45-54,Low Activity
274,20,F,student,55414,71,4.056338028169014,0.983976247443605,1997-11-07 23:12:59,1997-11-07 23:51:17,0,18-24,Medium Activity
275,38,M,engineer,92064,95,3.1157894736842104,0.5989913133802852,1997-09-25 02:18:18,1997-11-23 20:03:16,59,35-44,Medium Activity
276,21,M,student,95064,518,3.465250965250965,1.0171398795512516,1997-09-20 20:12:17,1998-04-13 03:00:18,204,18-24,High Activity
277,35,F,administrator,55406,54,3.5,0.8411582311380665,1997-11-14 21:35:36,1997-11-14 21:50:01,0,35-44,Medium Activity
278,37,F,librarian,30033,23,4.260869565217392,0.9153931745603201,1998-03-30 21:55:32,1998-03-30 22:02:40,0,35-44,Low Activity
279,33,M,programmer,85251,434,3.2672811059907834,1.1994950743954744,1997-09-26 04:45:02,1998-04-18 02:11:32,203,25-34,High Activity
280,30,F,librarian,22903,258,3.5775193798449614,0.9999019648503928,1998-04-04 14:23:59,1998-04-04 15:09:04,0,25-34,High Activity
281,15,F,student,06059,26,3.1923076923076925,1.233506571339797,1997-12-04 01:51:04,1997-12-04 01:59:49,0,Under 18,Low Activity
282,22,M,administrator,20057,22,3.5,1.011834731470275,1997-11-19 14:22:27,1997-12-09 21:30:44,20,18-24,Low Activity
283,28,M,programmer,55305,53,4.132075471698113,0.8329220078239988,1997-11-12 01:10:13,1997-11-12 01:32:13,0,25-34,Medium Activity
284,40,M,executive,92629,47,3.5531914893617023,0.8024015756599974,1998-01-20 20:38:47,1998-01-20 20:58:22,0,35-44,Medium Activity
285,25,M,programmer,53713,32,3.9375,0.8400268812903089,1998-03-22 19:35:13,1998-03-22 19:45:00,0,25-34,Low Activity
286,27,M,student,15217,288,3.7118055555555554,1.1553237793927518,1997-10-02 15:37:52,1998-03-11 21:51:47,160,25-34,High Activity
287,21,M,salesman,31211,62,4.112903225806452,1.0259715700799776,1997-09-27 04:17:53,1998-02-22 19:56:42,148,18-24,Medium Activity
288,34,M,marketing,23226,75,3.88,1.207633379125626,1998-02-01 22:29:15,1998-03-06 23:07:13,33,25-34,Medium Activity
289,11,M,none,94619,27,2.925925925925926,1.0715167512214394,1997-10-14 00:33:00,1997-10-14 00:58:54,0,Under 18,Low Activity
290,40,M,engineer,93550,150,3.3533333333333335,0.9132629506348304,1997-11-25 15:55:46,1997-11-28 16:03:30,3,35-44,High Activity
291,19,M,student,44106,296,3.685810810810811,1.0313400948303926,1997-09-21 01:30:53,1997-09-24 08:03:11,3,18-24,High Activity
292,35,F,programmer,94703,124,4.225806451612903,0.804850232772415,1997-10-22 22:53:53,1997-12-02 23:36:18,41,35-44,High Activity
293,24,M,writer,60804,388,3.0309278350515463,1.043781717529355,1998-03-03 05:46:44,1998-03-03 06:55:17,0,18-24,High Activity
294,34,M,technician,92110,150,3.466666666666667,0.9530358885801206,1997-10-25 22:27:37,1998-04-01 04:20:17,157,25-34,High Activity
295,31,M,educator,50325,196,4.239795918367347,0.7900976630211354,1997-11-14 14:16:01,1997-11-19 19:08:18,5,25-34,High Activity
296,43,F,administrator,16803,147,4.1768707482993195,1.1861107173719085,1998-01-07 18:00:57,1998-01-07 19:00:25,0,35-44,High Activity
297,29,F,educator,98103,192,3.4375,1.0665057688422608,1997-09-22 18:44:52,1998-02-28 05:22:56,158,25-34,High Activity
298,44,M,executive,01581,127,4.031496062992126,0.8158840552744266,1998-01-06 22:15:29,1998-01-07 14:41:38,0,35-44,High Activity
299,29,M,doctor,63108,280,3.4642857142857144,0.9072445524396316,1997-10-23 14:55:24,1998-04-10 23:15:02,169,25-34,High Activity
300,26,F,programmer,55106,20,3.75,1.0195458225163432,1997-09-30 20:06:35,1997-09-30 20:12:09,0,25-34,Low Activity
301,24,M,student,55439,275,3.5272727272727273,0.9713889794701017,1997-12-14 04:37:16,1997-12-14 06:05:42,0,18-24,High Activity
302,42,M,educator,77904,21,2.4285714285714284,0.870139561876632,1997-11-13 15:58:59,1997-11-13 16:03:55,0,35-44,Low Activity
303,19,M,student,14853,484,3.365702479338843,1.2312953851033723,1997-11-14 00:06:26,1997-11-15 00:01:05,0,18-24,High Activity
304,22,F,student,71701,26,3.3846153846153846,1.061203960675725,1998-01-16 16:04:56,1998-01-16 16:33:35,0,18-24,Low Activity
305,23,M,programmer,94086,222,3.40990990990991,1.079840356472641,1998-02-01 04:37:08,1998-02-01 09:33:47,0,18-24,High Activity
306,45,M,other,73132,32,3.78125,1.0075321174741454,1997-10-10 17:16:32,1997-10-10 17:31:19,0,45-54,Low Activity
307,25,M,student,55454,112,3.794642857142857,1.0322580239729928,1997-09-30 18:49:00,1998-02-21 21:17:04,144,25-34,High Activity
308,60,M,retired,95076,397,3.7581863979848866,0.7667093107483797,1998-02-17 17:26:48,1998-02-17 19:07:34,0,55+,High Activity
309,40,M,scientist,70802,20,3.5,1.0513149660756935,1997-10-20 17:58:08,1997-10-20 18:00:19,0,35-44,Low Activity
310,37,M,educator,91711,21,3.857142857142857,1.424279266355945,1997-11-13 15:40:06,1997-11-13 15:58:32,0,35-44,Low Activity
311,32,M,technician,73071,294,3.795918367346939,0.8699674428822842,1998-01-09 16:35:06,1998-01-16 15:09:25,6,25-34,High Activity
312,48,M,other,02110,223,4.381165919282512,0.9168121838495024,1998-04-04 13:55:30,1998-04-04 17:55:35,0,45-54,High Activity
313,41,M,marketing,60035,262,3.595419847328244,0.9963813911814573,1998-03-27 15:34:12,1998-03-27 20:53:48,0,35-44,High Activity
314,20,F,student,08043,245,3.6775510204081634,1.147924946517441,1997-10-26 17:10:36,1997-10-26 19:02:46,0,18-24,High Activity
315,31,M,educator,18301,87,4.011494252873563,0.933787646712374,1997-11-17 20:41:41,1997-12-01 23:03:39,14,25-34,Medium Activity
316,43,F,other,77009,75,3.36,1.4392190074312359,1997-11-30 01:23:58,1997-11-30 01:48:59,0,35-44,Medium Activity
317,22,M,administrator,13210,22,3.5454545454545454,0.8578640544577771,1998-04-01 15:56:30,1998-04-01 16:08:07,0,18-24,Low Activity
318,65,M,retired,06518,174,3.706896551724138,1.0314469440960843,1998-01-10 22:06:10,1998-01-11 06:06:27,0,55+,High Activity
319,38,M,programmer,22030,23,3.4782608695652173,0.7902568752334617,1997-10-01 12:08:10,1998-03-13 19:12:12,163,35-44,Low Activity
320,19,M,student,24060,154,3.720779220779221,0.8440236130788539,1998-01-14 03:23:49,1998-01-14 04:26:32,0,18-24,High Activity
321,49,F,educator,55413,125,3.736,0.7420981588842241,1997-11-13 16:30:07,1997-11-13 17:15:36,0,45-54,High Activity
322,20,M,student,50613,51,4.176470588235294,0.8415671655415552,1998-02-12 20:00:11,1998-02-12 20:13:38,0,18-24,Medium Activity
323,21,M,student,19149,89,3.6179775280898876,0.9594697633391067,1997-11-05 14:07:06,1997-11-05 14:26:57,0,18-24,Medium Activity
324,21,F,student,02176,66,4.348484848484849,0.8132068379602828,1997-11-26 20:06:06,1997-11-26 20:21:55,0,18-24,Medium Activity
325,48,M,technician,02139,142,3.408450704225352,1.1182238295679825,1998-04-02 00:37:53,1998-04-02 01:22:55,0,45-54,High Activity
326,41,M,administrator,15235,187,3.3262032085561497,1.211729423197858,1997-11-18 17:40:25,1997-11-18 18:24:30,0,35-44,High Activity
327,22,M,student,11101,284,3.313380281690141,0.9191891397654881,1998-02-17 17:42:08,1998-02-23 16:32:01,5,18-24,High Activity
328,51,M,administrator,06779,283,3.431095406360424,0.905864189921238,1998-01-17 13:39:40,1998-04-21 21:57:59,94,45-54,High Activity
329,48,M,educator,01720,65,3.4,0.825378700960959,1998-04-04 01:59:51,1998-04-04 02:24:00,0,45-54,Medium Activity
330,35,F,educator,33884,147,4.496598639455782,0.7344194395226892,1997-10-11 04:22:48,1997-10-11 05:32:05,0,35-44,High Activity
331,33,M,entertainment,91344,70,3.642857142857143,1.0637057766582199,1997-10-18 17:34:49,1997-10-18 17:47:00,0,25-34,Medium Activity
332,20,M,student,40504,183,4.1530054644808745,0.9130189236346804,1998-02-19 19:22:05,1998-04-19 23:08:32,59,18-24,High Activity
333,47,M,other,V0R2M,26,3.8461538461538463,0.9671528397231822,1998-03-28 00:14:55,1998-03-28 00:41:06,0,45-54,Low Activity
334,32,M,librarian,30002,333,3.5195195195195197,0.910320880674798,1998-04-02 19:07:29,1998-04-20 12:17:52,17,25-34,High Activity
335,45,M,executive,33775,22,3.5454545454545454,1.2238608980744083,1998-04-03 01:26:48,1998-04-03 01:34:11,0,45-54,Low Activity
336,23,M,salesman,42101,130,2.9615384615384617,1.2843955906935225,1997-10-25 04:42:16,1997-10-25 06:23:23,0,18-24,High Activity
337,37,M,scientist,10522,34,3.9411764705882355,1.1265709965815205,1997-09-25 10:44:40,1997-09-28 06:48:12,2,35-44,Low Activity
338,39,F,librarian,59717,75,4.0,0.944400281603035,1997-11-13 16:12:02,1997-11-13 16:32:42,0,35-44,Medium Activity
339,35,M,lawyer,37901,254,4.003937007874016,0.9175411009353391,1998-03-27 20:50:00,1998-03-27 22:18:39,0,35-44,High Activity
340,46,M,engineer,80123,44,4.159090909090909,1.1801297094295287,1998-01-16 22:31:53,1998-01-16 23:03:37,0,45-54,Medium Activity
341,17,F,student,44405,21,3.8095238095238093,1.1233453440081378,1998-03-24 16:40:59,1998-03-24 16:49:29,0,Under 18,Low Activity
342,25,F,other,98006,201,3.4378109452736316,1.2873861829612752,1997-09-23 03:06:42,1997-09-27 00:37:24,3,25-34,High Activity
343,43,M,engineer,30093,237,3.9873417721518987,1.09110817814993,1997-10-09 13:06:30,1997-10-09 14:42:19,0,35-44,High Activity
344,30,F,librarian,94117,190,3.668421052631579,1.0238182665593951,1998-01-14 21:26:23,1998-03-13 18:43:42,57,25-34,High Activity
345,28,F,librarian,94143,232,3.646551724137931,0.9188201576813152,1998-01-15 21:40:26,1998-01-16 23:51:22,1,25-34,High Activity
346,34,M,other,76059,193,3.290155440414508,1.1496179060362193,1997-09-22 16:56:20,1998-01-31 19:17:35,131,25-34,High Activity
347,18,M,student,90210,199,3.5728643216080402,1.3155892548812522,1997-12-09 07:20:54,1997-12-09 08:08:00,0,18-24,High Activity
348,24,F,student,45660,58,3.896551724137931,0.693064771849956,1998-02-03 16:14:55,1998-02-03 16:38:33,0,18-24,Medium Activity
349,68,M,retired,61455,41,3.1951219512195124,1.1004433696270324,1997-11-13 23:55:26,1997-11-14 00:15:41,0,55+,Low Activity
350,32,M,student,97301,50,4.32,0.819158353533226,1997-12-17 07:55:37,1997-12-17 08:37:12,0,25-34,Medium Activity
351,61,M,educator,49938,44,4.159090909090909,0.9386576714124697,1997-11-14 04:23:06,1997-12-29 00:54:43,44,55+,Medium Activity
352,37,F,programmer,55105,42,3.738095238095238,1.1906039420420373,1998-01-08 20:00:19,1998-01-08 20:16:14,0,35-44,Medium Activity
353,25,M,scientist,28480,25,3.36,1.3503086067019396,1998-04-01 03:39:02,1998-04-01 03:52:37,0,25-34,Low Activity
354,29,F,librarian,48197,233,3.742489270386266,0.8673914426342173,1998-03-29 14:06:39,1998-03-31 01:20:06,1,25-34,High Activity
355,25,M,student,60135,26,4.076923076923077,0.48357641986159117,1997-11-14 05:30:23,1997-11-14 05:48:49,0,25-34,Low Activity
356,32,F,homemaker,92688,24,3.5833333333333335,1.1389036172018079,1998-04-01 04:40:19,1998-04-01 04:55:00,0,25-34,Low Activity
357,26,M,executive,98133,76,4.131578947368421,0.8995125385549351,1997-11-08 01:02:03,1997-11-08 01:25:42,0,25-34,Medium Activity
358,40,M,educator,10022,43,3.697674418604651,1.2058366729989014,1998-03-30 14:44:37,1998-04-16 12:54:14,16,35-44,Medium Activity
359,22,M,student,61801,27,3.925925925925926,0.7808243142260682,1998-02-02 20:59:21,1998-02-02 21:04:50,0,18-24,Low Activity
360,51,M,other,98027,102,3.9607843137254903,0.8550556536510436,1997-11-24 06:38:45,1997-11-24 07:24:00,0,45-54,Medium Activity
361,22,M,student,44074,121,3.7768595041322315,0.9616617848442104,1997-11-13 16:58:06,1997-11-13 17:23:25,0,18-24,High Activity
362,35,F,homemaker,85233,25,3.36,1.5242484486898233,1998-01-17 06:41:00,1998-01-17 06:49:06,0,35-44,Low Activity
363,20,M,student,87501,311,3.054662379421222,1.2802100880385259,1998-04-02 05:06:11,1998-04-02 07:02:07,0,18-24,High Activity
364,63,M,engineer,01810,20,3.45,1.0990426455975697,1997-10-04 02:15:09,1997-10-04 02:19:45,0,55+,Low Activity
365,29,M,lawyer,20009,58,3.3793103448275863,1.18214177032802,1998-03-31 00:15:57,1998-03-31 00:31:41,0,25-34,Medium Activity
366,20,F,student,50670,33,4.393939393939394,1.0879853497231116,1998-03-02 16:53:18,1998-03-02 17:01:18,0,18-24,Low Activity
367,17,M,student,37411,58,4.155172413793103,0.7446116175430222,1997-10-12 20:49:24,1997-10-12 21:02:00,0,Under 18,Medium Activity
368,18,M,student,92113,45,3.2888888888888888,1.1000459127241056,1998-03-13 10:00:51,1998-03-13 10:07:58,0,18-24,Medium Activity
369,24,M,student,91335,22,4.0,1.0235326314383177,1998-03-09 07:18:10,1998-03-09 07:30:42,0,18-24,Low Activity
370,52,M,writer,08534,75,3.6933333333333334,0.9440186286144838,1997-11-13 15:16:22,1997-11-13 15:37:42,0,45-54,Medium Activity
371,36,M,engineer,99206,51,4.098039215686274,0.9435020288432729,1997-10-22 02:22:33,1997-11-25 05:28:53,34,35-44,Medium Activity
372,25,F,student,66046,66,4.303030303030303,0.7009816626526626,1997-10-14 22:43:14,1997-10-14 22:59:37,0,25-34,Medium Activity
373,24,F,other,55116,233,3.7339055793991416,0.950277060149471,1997-10-17 14:20:41,1997-10-17 18:15:16,0,18-24,High Activity
374,36,M,executive,78746,274,3.31021897810219,1.3045867054433236,1997-11-24 17:23:13,1998-01-18 07:18:49,54,35-44,High Activity
375,17,M,entertainment,37777,28,3.6785714285714284,0.8629652337776966,1998-02-04 19:49:55,1998-02-04 19:55:31,0,Under 18,Low Activity
376,28,F,other,10010,30,3.7333333333333334,0.6914918072835209,1997-11-13 14:56:16,1997-11-13 22:13:27,0,25-34,Low Activity
377,22,M,student,18015,33,3.909090909090909,0.9474847084398105,1998-03-30 22:12:17,1998-03-30 23:04:38,0,18-24,Low Activity
378,35,M,student,02859,375,3.424,0.8037079843227706,1997-11-20 16:34:10,1998-04-12 12:12:42,142,35-44,High Activity
379,44,M,programmer,98117,196,3.989795918367347,0.944564997795376,1997-11-26 06:05:29,1998-04-18 06:04:41,142,35-44,High Activity
380,32,M,engineer,55117,162,3.197530864197531,0.9180015167502557,1998-01-22 14:02:22,1998-01-22 14:59:39,0,25-34,High Activity
381,33,M,artist,94608,127,3.811023622047244,1.1107861041977614,1998-04-16 03:06:36,1998-04-16 03:41:08,0,25-34,High Activity
382,45,M,engineer,01824,53,3.4716981132075473,1.0488780376578526,1997-10-04 06:06:13,1997-10-14 04:23:59,9,45-54,Medium Activity
383,42,M,administrator,75204,71,4.380281690140845,0.8513216142831534,1998-03-29 17:22:38,1998-03-29 17:40:42,0,35-44,Medium Activity
384,52,M,programmer,45218,22,4.136363636363637,0.5602256811793029,1998-03-30 15:58:29,1998-03-30 18:45:02,0,45-54,Low Activity
385,36,M,writer,10003,281,3.295373665480427,1.2166757781599662,1997-11-13 16:30:00,1998-02-16 23:01:13,95,35-44,High Activity
386,36,M,salesman,43221,23,3.652173913043478,0.8316847989130757,1997-10-24 01:02:41,1997-10-24 01:06:35,0,35-44,Low Activity
387,33,M,entertainment,37412,304,3.361842105263158,1.2053201215648142,1998-02-03 04:17:10,1998-02-03 05:43:51,0,25-34,High Activity
388,31,M,other,36106,52,4.173076923076923,0.8568330618782177,1998-02-02 16:23:02,1998-02-02 17:54:22,0,25-34,Medium Activity
389,44,F,writer,83702,271,3.7047970479704797,1.033483436835576,1997-11-19 05:00:33,1998-02-19 06:01:11,92,35-44,High Activity
390,42,F,writer,85016,31,3.838709677419355,1.1859391269804809,1997-11-16 15:17:41,1997-11-16 15:33:29,0,35-44,Low Activity
391,23,M,student,84604,121,3.768595041322314,1.0145633755341295,1997-10-21 01:48:37,1997-10-21 02:15:17,0,18-24,High Activity
392,52,M,writer,59801,111,4.045045045045045,1.123204728261443,1998-03-27 22:23:05,1998-03-27 22:50:50,0,45-54,Medium Activity
393,19,M,student,83686,448,3.3370535714285716,0.8166402918367415,1998-02-17 18:59:20,1998-03-31 17:19:17,41,18-24,High Activity
394,25,M,administrator,96819,149,3.859060402684564,0.9373635700959791,1997-11-30 10:42:26,1997-12-28 10:24:17,27,25-34,High Activity
395,43,M,other,44092,57,3.8947368421052633,1.096816994214163,1998-01-02 17:28:08,1998-02-03 04:45:49,31,35-44,Medium Activity
396,57,M,engineer,94551,54,3.4074074074074074,0.7895190443893858,1998-01-12 22:52:08,1998-01-12 23:11:49,0,55+,Medium Activity
397,17,M,student,27514,102,3.7058823529411766,1.3319250959681088,1997-09-24 01:13:33,1998-03-17 22:03:50,174,Under 18,Medium Activity
398,40,M,other,60008,172,3.7093023255813953,0.9411487204011323,1997-09-30 20:32:07,1997-10-03 19:57:46,2,35-44,High Activity
399,25,M,other,92374,319,2.93730407523511,0.7945294115788557,1997-12-17 06:28:21,1997-12-19 06:25:08,1,25-34,High Activity
400,33,F,administrator,78213,22,3.590909090909091,0.7963662060880874,1998-01-24 21:10:30,1998-01-24 21:16:22,0,25-34,Low Activity
401,46,F,healthcare,84107,153,3.1176470588235294,1.1117860007461458,1998-03-27 20:44:24,1998-03-27 21:27:30,0,45-54,High Activity
402,30,M,engineer,95129,68,3.8970588235294117,0.9946079386934471,1997-10-07 23:24:10,1997-10-07 23:33:55,0,25-34,Medium Activity
